sample interval	    ECG	     BP	(C4-A1)	p (sum)
          14128	  0.100	 70.535	 -0.075	 -0.632
          14129	  0.100	 70.326	 -0.076	 -0.629
          14130	  0.100	 70.116	 -0.073	 -0.636
          14131	  0.110	 69.698	 -0.071	 -0.638
          14132	  0.095	 69.698	 -0.071	 -0.632
          14133	  0.100	 69.488	 -0.069	 -0.636
          14134	  0.115	 68.860	 -0.069	 -0.626
          14135	  0.120	 68.651	 -0.068	 -0.623
          14136	  0.140	 68.860	 -0.067	 -0.603
          14137	  0.130	 68.023	 -0.065	 -0.610
          14138	  0.120	 67.605	 -0.063	 -0.594
          14139	  0.120	 67.605	 -0.063	 -0.580
          14140	  0.110	 67.395	 -0.057	 -0.571
          14141	  0.110	 66.558	 -0.051	 -0.572
          14142	  0.115	 66.140	 -0.048	 -0.565
          14143	  0.105	 65.930	 -0.044	 -0.580
          14144	  0.085	 65.302	 -0.040	 -0.578
          14145	  0.080	 65.512	 -0.035	 -0.584
          14146	  0.080	 65.093	 -0.033	 -0.561
          14147	  0.080	 64.674	 -0.033	 -0.555
          14148	  0.080	 64.256	 -0.034	 -0.536
          14149	  0.080	 63.837	 -0.033	 -0.538
          14150	  0.060	 63.837	 -0.035	 -0.535
          14151	  0.055	 63.419	 -0.034	 -0.530
          14152	  0.045	 63.000	 -0.032	 -0.529
          14153	  0.060	 62.372	 -0.032	 -0.533
          14154	  0.065	 62.791	 -0.033	 -0.504
          14155	  0.060	 61.953	 -0.029	 -0.528
          14156	  0.045	 61.535	 -0.026	 -0.528
          14157	  0.070	 61.326	 -0.027	 -0.526
          14158	  0.065	 60.698	 -0.025	 -0.500
          14159	  0.065	 60.488	 -0.022	 -0.526
          14160	  0.065	 60.488	 -0.021	 -0.501
          14161	  0.060	 60.070	 -0.018	 -0.490
          14162	  0.070	 60.070	 -0.014	 -0.470
          14163	  0.070	 59.023	 -0.014	 -0.467
          14164	  0.080	 59.442	 -0.014	 -0.480
          14165	  0.080	 58.814	 -0.011	 -0.462
          14166	  0.080	 58.395	 -0.009	 -0.461
          14167	  0.065	 58.395	 -0.007	 -0.449
          14168	  0.110	 58.186	 -0.006	 -0.452
          14169	  0.135	 57.558	 -0.002	 -0.448
          14170	  0.205	 57.349	  0.005	 -0.468
          14171	  0.305	 57.140	  0.015	 -0.446
          14172	  0.470	 57.140	  0.027	 -0.438
          14173	  0.675	 56.721	  0.040	 -0.417
          14174	  0.860	 56.512	  0.047	 -0.420
          14175	  0.920	 56.302	  0.044	 -0.404
          14176	  0.745	 56.093	  0.038	 -0.388
          14177	  0.440	 56.302	  0.025	 -0.383
          14178	  0.065	 55.884	  0.009	 -0.381
          14179	 -0.250	 55.465	 -0.000	 -0.370
          14180	 -0.360	 55.465	 -0.000	 -0.394
          14181	 -0.340	 55.046	  0.003	 -0.378
          14182	 -0.225	 55.256	  0.003	 -0.384
          14183	 -0.120	 55.046	  0.005	 -0.367
          14184	 -0.060	 54.419	  0.006	 -0.361
          14185	 -0.015	 54.628	  0.006	 -0.333
          14186	  0.020	 54.628	  0.007	 -0.319
          14187	  0.055	 54.419	  0.012	 -0.312
          14188	  0.075	 54.000	  0.011	 -0.307
          14189	  0.075	 54.000	  0.010	 -0.304
          14190	  0.080	 54.209	  0.011	 -0.284
          14191	  0.070	 54.000	  0.013	 -0.297
          14192	  0.075	 54.000	  0.011	 -0.278
          14193	  0.080	 53.791	  0.010	 -0.296
          14194	  0.080	 53.791	  0.008	 -0.277
          14195	  0.080	 53.791	  0.008	 -0.287
          14196	  0.090	 53.791	  0.008	 -0.262
          14197	  0.075	 53.372	  0.008	 -0.258
          14198	  0.080	 53.581	  0.007	 -0.242
          14199	  0.090	 53.791	  0.007	 -0.239
          14200	  0.080	 53.163	  0.002	 -0.219
          14201	  0.100	 52.953	  0.001	 -0.212
          14202	  0.100	 53.163	  0.001	 -0.213
          14203	  0.110	 53.163	 -0.002	 -0.217
          14204	  0.095	 53.372	 -0.006	 -0.206
          14205	  0.105	 53.163	 -0.006	 -0.203
          14206	  0.110	 52.953	 -0.005	 -0.203
          14207	  0.105	 53.372	 -0.008	 -0.186
          14208	  0.110	 53.163	 -0.009	 -0.186
          14209	  0.100	 52.953	 -0.009	 -0.167
          14210	  0.115	 52.326	 -0.011	 -0.155
          14211	  0.120	 52.744	 -0.011	 -0.139
          14212	  0.130	 52.535	 -0.009	 -0.133
          14213	  0.130	 52.326	 -0.011	 -0.117
          14214	  0.125	 52.116	 -0.014	 -0.123
          14215	  0.135	 52.535	 -0.013	 -0.110
          14216	  0.120	 52.326	 -0.011	 -0.119
          14217	  0.145	 52.535	 -0.011	 -0.113
          14218	  0.140	 52.953	 -0.012	 -0.116
          14219	  0.145	 53.163	 -0.011	 -0.107
          14220	  0.160	 54.209	 -0.009	 -0.106
          14221	  0.160	 55.256	 -0.007	 -0.087
          14222	  0.155	 56.930	 -0.007	 -0.081
          14223	  0.160	 58.395	 -0.007	 -0.058
          14224	  0.180	 60.488	 -0.006	 -0.054
          14225	  0.175	 63.000	 -0.008	 -0.035
          14226	  0.180	 65.302	 -0.008	 -0.032
          14227	  0.195	 68.023	 -0.008	 -0.023
          14228	  0.200	 71.163	 -0.008	 -0.019
          14229	  0.205	 74.512	 -0.011	 -0.019
          14230	  0.200	 77.860	 -0.009	 -0.017
          14231	  0.195	 81.209	 -0.008	 -0.012
          14232	  0.205	 84.977	 -0.012	 -0.012
          14233	  0.215	 88.953	 -0.013	  0.000
          14234	  0.230	 93.139	 -0.012	  0.013
          14235	  0.230	 97.116	 -0.014	  0.020
          14236	  0.230	101.302	 -0.011	  0.028
          14237	  0.230	104.860	 -0.007	  0.026
          14238	  0.230	109.046	 -0.003	  0.071
          14239	  0.230	113.233	 -0.003	  0.043
          14240	  0.220	116.581	  0.002	  0.062
          14241	  0.220	119.512	  0.006	  0.048
          14242	  0.225	122.023	  0.011	  0.049
          14243	  0.220	124.116	  0.014	  0.043
          14244	  0.215	125.791	  0.015	  0.052
          14245	  0.195	126.628	  0.020	  0.054
          14246	  0.175	127.046	  0.021	  0.080
          14247	  0.180	127.256	  0.021	  0.087
          14248	  0.160	126.837	  0.021	  0.100
          14249	  0.135	126.000	  0.022	  0.099
          14250	  0.120	124.953	  0.017	  0.110
          14251	  0.115	123.279	  0.017	  0.114
          14252	  0.085	122.233	  0.018	  0.106
          14253	  0.075	120.767	  0.015	  0.116
          14254	  0.055	119.302	  0.012	  0.116
          14255	  0.040	116.791	  0.010	  0.117
          14256	  0.035	115.116	  0.012	  0.113
          14257	  0.020	113.651	  0.010	  0.122
          14258	  0.020	111.349	  0.010	  0.128
          14259	  0.015	109.046	  0.012	  0.139
          14260	  0.010	107.372	  0.008	  0.146
          14261	 -0.000	105.698	  0.009	  0.158
          14262	 -0.000	104.023	  0.008	  0.162
          14263	 -0.000	102.349	  0.008	  0.174
          14264	 -0.000	100.674	  0.007	  0.165
          14265	  0.005	 98.372	  0.009	  0.165
          14266	 -0.000	 97.744	  0.010	  0.159
          14267	 -0.000	 95.860	  0.013	  0.167
          14268	 -0.000	 94.814	  0.014	  0.157
          14269	  0.005	 93.139	  0.016	  0.167
          14270	  0.010	 91.674	  0.018	  0.158
          14271	  0.005	 91.046	  0.019	  0.193
          14272	  0.010	 89.372	  0.020	  0.186
          14273	  0.005	 88.535	  0.021	  0.201
          14274	  0.015	 87.279	  0.022	  0.197
          14275	  0.020	 86.442	  0.019	  0.206
          14276	  0.015	 85.814	  0.020	  0.210
          14277	 -0.000	 84.977	  0.017	  0.214
          14278	  0.020	 84.349	  0.012	  0.203
          14279	  0.020	 83.512	  0.004	  0.203
          14280	  0.020	 82.674	  0.001	  0.200
          14281	  0.030	 81.837	 -0.003	  0.214
          14282	  0.020	 81.209	 -0.010	  0.226
          14283	  0.020	 81.000	 -0.015	  0.236
          14284	  0.025	 79.953	 -0.016	  0.230
          14285	  0.010	 79.116	 -0.021	  0.236
          14286	  0.030	 79.116	 -0.022	  0.271
          14287	  0.040	 78.070	 -0.023	  0.242
          14288	  0.020	 77.442	 -0.025	  0.272
          14289	  0.030	 77.233	 -0.027	  0.249
          14290	  0.030	 76.605	 -0.028	  0.275
          14291	  0.020	 75.767	 -0.026	  0.257
          14292	  0.050	 74.930	 -0.026	  0.249
          14293	  0.040	 74.093	 -0.026	  0.262
          14294	  0.045	 73.674	 -0.023	  0.270
          14295	  0.045	 73.046	 -0.022	  0.259
          14296	  0.040	 72.000	 -0.019	  0.280
          14297	  0.045	 71.372	 -0.019	  0.281
          14298	  0.045	 70.744	 -0.019	  0.284
          14299	  0.030	 70.953	 -0.019	  0.286
          14300	  0.040	 69.907	 -0.023	  0.300
          14301	  0.040	 69.698	 -0.022	  0.306
          14302	  0.020	 69.070	 -0.022	  0.306
          14303	  0.045	 68.860	 -0.028	  0.307
          14304	  0.020	 68.860	 -0.034	  0.300
          14305	  0.040	 68.233	 -0.033	  0.275
          14306	  0.025	 68.023	 -0.036	  0.278
          14307	  0.035	 68.442	 -0.040	  0.300
          14308	  0.035	 68.233	 -0.043	  0.322
          14309	  0.040	 68.023	 -0.044	  0.323
          14310	  0.050	 68.023	 -0.046	  0.316
          14311	  0.040	 67.605	 -0.045	  0.319
          14312	  0.040	 67.814	 -0.042	  0.333
          14313	  0.060	 67.186	 -0.042	  0.329
          14314	  0.050	 67.814	 -0.042	  0.330
          14315	  0.060	 68.023	 -0.039	  0.319
          14316	  0.050	 68.023	 -0.033	  0.313
          14317	  0.045	 68.023	 -0.029	  0.316
          14318	  0.050	 68.023	 -0.028	  0.306
          14319	  0.050	 68.860	 -0.024	  0.314
          14320	  0.060	 69.488	 -0.019	  0.310
          14321	  0.060	 69.698	 -0.016	  0.330
          14322	  0.070	 69.907	 -0.014	  0.354
          14323	  0.060	 69.907	 -0.013	  0.349
          14324	  0.060	 70.535	 -0.015	  0.336
          14325	  0.065	 71.372	 -0.020	  0.370
          14326	  0.055	 71.372	 -0.024	  0.338
          14327	  0.080	 71.372	 -0.029	  0.341
          14328	  0.080	 71.372	 -0.038	  0.351
          14329	  0.075	 71.372	 -0.048	  0.336
          14330	  0.065	 72.000	 -0.053	  0.330
          14331	  0.080	 72.209	 -0.061	  0.342
          14332	  0.060	 72.419	 -0.070	  0.343
          14333	  0.065	 72.628	 -0.077	  0.354
          14334	  0.080	 72.209	 -0.081	  0.368
          14335	  0.075	 73.046	 -0.087	  0.377
          14336	  0.075	 72.419	 -0.090	  0.383
          14337	  0.070	 73.256	 -0.091	  0.371
          14338	  0.090	 73.046	 -0.091	  0.383
          14339	  0.070	 73.256	 -0.090	  0.374
          14340	  0.095	 73.046	 -0.085	  0.377
          14341	  0.085	 73.046	 -0.078	  0.378
          14342	  0.100	 73.046	 -0.073	  0.390
          14343	  0.075	 73.046	 -0.069	  0.371
          14344	  0.085	 72.837	 -0.062	  0.386
          14345	  0.080	 72.628	 -0.055	  0.380
          14346	  0.095	 72.419	 -0.048	  0.403
          14347	  0.080	 72.419	 -0.040	  0.400
          14348	  0.080	 72.209	 -0.033	  0.426
          14349	  0.080	 72.000	 -0.025	  0.442
          14350	  0.080	 71.372	 -0.019	  0.432
          14351	  0.085	 71.372	 -0.013	  0.417
          14352	  0.080	 70.953	 -0.007	  0.419
          14353	  0.085	 70.326	 -0.009	  0.416
          14354	  0.090	 70.326	 -0.011	  0.407
          14355	  0.095	 70.116	 -0.010	  0.390
          14356	  0.095	 69.698	 -0.012	  0.399
          14357	  0.100	 68.442	 -0.017	  0.417
          14358	  0.075	 68.860	 -0.021	  0.433
          14359	  0.090	 68.233	 -0.027	  0.436
          14360	  0.080	 68.023	 -0.032	  0.443
          14361	  0.095	 68.023	 -0.034	  0.423
          14362	  0.085	 67.605	 -0.036	  0.417
          14363	  0.105	 67.395	 -0.038	  0.439
          14364	  0.095	 66.767	 -0.042	  0.422
          14365	  0.100	 66.977	 -0.044	  0.407
          14366	  0.110	 66.349	 -0.043	  0.403
          14367	  0.100	 65.930	 -0.044	  0.412
          14368	  0.115	 65.512	 -0.047	  0.407
          14369	  0.120	 64.674	 -0.048	  0.422
          14370	  0.135	 63.837	 -0.047	  0.404
          14371	  0.140	 64.674	 -0.047	  0.406
          14372	  0.130	 63.837	 -0.046	  0.416
          14373	  0.140	 63.209	 -0.044	  0.441
          14374	  0.155	 63.000	 -0.040	  0.412
          14375	  0.140	 63.000	 -0.037	  0.393
          14376	  0.125	 62.163	 -0.034	  0.394
          14377	  0.120	 61.744	 -0.028	  0.403
          14378	  0.125	 61.744	 -0.027	  0.409
          14379	  0.130	 61.326	 -0.028	  0.416
          14380	  0.100	 60.488	 -0.022	  0.412
          14381	  0.115	 60.070	 -0.020	  0.409
          14382	  0.100	 59.860	 -0.021	  0.413
          14383	  0.090	 60.279	 -0.022	  0.429
          14384	  0.100	 59.651	 -0.021	  0.436
          14385	  0.080	 59.023	 -0.023	  0.412
          14386	  0.085	 58.814	 -0.024	  0.432
          14387	  0.070	 58.814	 -0.024	  0.417
          14388	  0.070	 58.186	 -0.027	  0.425
          14389	  0.050	 57.977	 -0.030	  0.430
          14390	  0.070	 57.767	 -0.032	  0.417
          14391	  0.060	 57.140	 -0.031	  0.426
          14392	  0.070	 56.721	 -0.032	  0.441
          14393	  0.075	 56.721	 -0.033	  0.413
          14394	  0.070	 56.302	 -0.035	  0.439
          14395	  0.095	 56.302	 -0.035	  0.419
          14396	  0.090	 55.465	 -0.036	  0.467
          14397	  0.080	 55.465	 -0.034	  0.446
          14398	  0.090	 55.256	 -0.034	  0.435
          14399	  0.090	 55.256	 -0.030	  0.464
          14400	  0.095	 55.046	 -0.029	  0.442
          14401	  0.100	 54.419	 -0.023	  0.429
          14402	  0.085	 54.000	 -0.018	  0.457
          14403	  0.085	 54.419	 -0.017	  0.436
          14404	  0.110	 54.000	 -0.015	  0.420
          14405	  0.145	 53.791	 -0.011	  0.452
          14406	  0.180	 53.791	 -0.005	  0.445
          14407	  0.245	 53.791	 -0.000	  0.451
          14408	  0.375	 53.581	  0.006	  0.442
          14409	  0.600	 53.163	  0.014	  0.449
          14410	  0.805	 53.163	  0.017	  0.462
          14411	  0.940	 53.163	  0.017	  0.459
          14412	  0.940	 52.953	  0.009	  0.458
          14413	  0.690	 52.953	 -0.009	  0.452
          14414	  0.290	 52.953	 -0.027	  0.446
          14415	 -0.105	 52.326	 -0.042	  0.452
          14416	 -0.295	 52.116	 -0.047	  0.426
          14417	 -0.370	 52.116	 -0.049	  0.430
          14418	 -0.300	 52.535	 -0.048	  0.423
          14419	 -0.180	 52.326	 -0.046	  0.464
          14420	 -0.105	 51.698	 -0.042	  0.458
          14421	 -0.050	 51.907	 -0.039	  0.471
          14422	 -0.005	 52.116	 -0.034	  0.472
          14423	  0.035	 52.744	 -0.028	  0.449
          14424	  0.070	 52.116	 -0.023	  0.458
          14425	  0.080	 52.116	 -0.018	  0.451
          14426	  0.070	 51.070	 -0.011	  0.458
          14427	  0.070	 51.907	 -0.002	  0.452
          14428	  0.070	 51.488	  0.004	  0.436
          14429	  0.085	 51.907	  0.006	  0.464
          14430	  0.075	 51.279	  0.014	  0.439
          14431	  0.100	 51.698	  0.015	  0.462
          14432	  0.070	 51.698	  0.014	  0.474
          14433	  0.090	 51.279	  0.012	  0.483
          14434	  0.080	 51.279	  0.007	  0.470
          14435	  0.095	 51.698	  0.002	  0.478
          14436	  0.085	 51.698	 -0.003	  0.465
          14437	  0.085	 51.279	 -0.006	  0.452
          14438	  0.100	 51.279	 -0.011	  0.471
          14439	  0.095	 51.698	 -0.017	  0.451
          14440	  0.105	 51.279	 -0.021	  0.454
          14441	  0.100	 51.488	 -0.023	  0.448
          14442	  0.120	 51.279	 -0.026	  0.470
          14443	  0.100	 51.070	 -0.028	  0.458
          14444	  0.120	 50.860	 -0.029	  0.487
          14445	  0.120	 50.442	 -0.029	  0.468
          14446	  0.120	 51.070	 -0.029	  0.470
          14447	  0.125	 51.070	 -0.028	  0.494
          14448	  0.135	 50.651	 -0.028	  0.480
          14449	  0.135	 50.651	 -0.028	  0.459
          14450	  0.120	 50.442	 -0.029	  0.474
          14451	  0.125	 50.442	 -0.028	  0.455
          14452	  0.135	 50.442	 -0.024	  0.452
          14453	  0.135	 50.651	 -0.023	  0.464
          14454	  0.145	 50.860	 -0.022	  0.443
          14455	  0.150	 50.651	 -0.016	  0.462
          14456	  0.145	 51.488	 -0.009	  0.483
          14457	  0.160	 52.535	 -0.007	  0.475
          14458	  0.160	 53.581	 -0.001	  0.470
          14459	  0.170	 55.046	  0.002	  0.475
          14460	  0.160	 56.930	  0.004	  0.470
          14461	  0.170	 59.233	  0.005	  0.468
          14462	  0.185	 61.535	  0.009	  0.464
          14463	  0.200	 63.837	  0.011	  0.470
          14464	  0.205	 66.767	  0.008	  0.470
          14465	  0.210	 69.698	  0.008	  0.461
          14466	  0.205	 73.046	  0.007	  0.441
          14467	  0.210	 76.395	  0.004	  0.461
          14468	  0.225	 80.372	  0.000	  0.461
          14469	  0.235	 84.349	 -0.003	  0.487
          14470	  0.230	 88.535	 -0.004	  0.467
          14471	  0.220	 92.093	 -0.004	  0.475
          14472	  0.235	 96.279	 -0.003	  0.478
          14473	  0.245	100.674	 -0.003	  0.493
          14474	  0.245	104.651	 -0.001	  0.486
          14475	  0.240	109.046	 -0.000	  0.481
          14476	  0.230	112.814	  0.002	  0.472
          14477	  0.240	115.953	  0.007	  0.475
          14478	  0.240	119.302	  0.009	  0.477
          14479	  0.240	121.605	  0.011	  0.487
          14480	  0.230	123.279	  0.015	  0.496
          14481	  0.210	125.372	  0.018	  0.506
          14482	  0.200	126.628	  0.018	  0.491
          14483	  0.185	127.046	  0.020	  0.487
          14484	  0.190	126.628	  0.023	  0.504
          14485	  0.160	125.791	  0.021	  0.500
          14486	  0.150	124.953	  0.023	  0.487
          14487	  0.145	123.698	  0.024	  0.477
          14488	  0.125	122.233	  0.024	  0.470
          14489	  0.100	120.767	  0.022	  0.472
          14490	  0.085	119.093	  0.022	  0.451
          14491	  0.065	117.419	  0.024	  0.468
          14492	  0.065	114.907	  0.025	  0.481
          14493	  0.040	113.023	  0.025	  0.471
          14494	  0.040	111.139	  0.026	  0.488
          14495	  0.020	108.837	  0.028	  0.472
          14496	  0.030	107.163	  0.030	  0.501
          14497	  0.015	105.070	  0.032	  0.464
          14498	  0.005	103.186	  0.033	  0.501
          14499	 -0.000	102.139	  0.035	  0.458
          14500	  0.005	 99.837	  0.034	  0.481
          14501	 -0.015	 98.163	  0.036	  0.462
          14502	 -0.000	 96.279	  0.038	  0.474
          14503	  0.005	 94.395	  0.038	  0.445
          14504	 -0.000	 93.139	  0.037	  0.478
          14505	 -0.005	 91.256	  0.041	  0.480
          14506	  0.005	 90.628	  0.041	  0.458
          14507	  0.010	 89.163	  0.038	  0.480
          14508	 -0.000	 87.488	  0.037	  0.470
          14509	 -0.000	 85.814	  0.035	  0.501
          14510	  0.005	 85.395	  0.029	  0.452
          14511	  0.015	 83.721	  0.024	  0.459
          14512	  0.005	 82.674	  0.021	  0.480
          14513	  0.025	 82.465	  0.016	  0.439
          14514	  0.025	 81.209	  0.009	  0.433
          14515	  0.015	 80.581	  0.005	  0.458
