'Time and date','ECG','BP','EEG (O2-A1)','Resp (nasal)'
'[04:00:22.240 01/02/1989]',0.002,117.970,-0.006,-0.226
'[04:00:22.244 01/02/1989]',0.014,117.575,-0.005,-0.226
'[04:00:22.248 01/02/1989]',0.016,117.180,-0.005,-0.202
'[04:00:22.252 01/02/1989]',0.018,116.784,-0.004,-0.234
'[04:00:22.256 01/02/1989]',0.022,116.389,-0.004,-0.250
'[04:00:22.260 01/02/1989]',0.028,115.994,-0.003,-0.258
'[04:00:22.264 01/02/1989]',0.024,115.401,-0.002,-0.258
'[04:00:22.268 01/02/1989]',0.028,115.006,-0.003,-0.266
'[04:00:22.272 01/02/1989]',0.034,114.808,-0.003,-0.290
'[04:00:22.276 01/02/1989]',0.040,114.413,-0.003,-0.290
'[04:00:22.280 01/02/1989]',0.044,113.425,-0.001,-0.266
'[04:00:22.284 01/02/1989]',0.040,113.030,-0.003,-0.250
'[04:00:22.288 01/02/1989]',0.048,111.647,-0.002,-0.258
'[04:00:22.292 01/02/1989]',0.048,110.856,-0.003,-0.242
'[04:00:22.296 01/02/1989]',0.054,110.066,-0.004,-0.266
'[04:00:22.300 01/02/1989]',0.046,109.275,-0.006,-0.290
'[04:00:22.304 01/02/1989]',0.056,108.090,-0.007,-0.282
'[04:00:22.308 01/02/1989]',0.050,107.299,-0.007,-0.298
'[04:00:22.312 01/02/1989]',0.050,106.114,-0.009,-0.290
'[04:00:22.316 01/02/1989]',0.056,105.323,-0.008,-0.298
'[04:00:22.320 01/02/1989]',0.056,104.335,-0.010,-0.306
'[04:00:22.324 01/02/1989]',0.050,103.545,-0.010,-0.331
'[04:00:22.328 01/02/1989]',0.064,102.557,-0.010,-0.323
'[04:00:22.332 01/02/1989]',0.052,102.162,-0.011,-0.331
'[04:00:22.336 01/02/1989]',0.056,102.162,-0.012,-0.306
'[04:00:22.340 01/02/1989]',0.056,101.964,-0.012,-0.323
'[04:00:22.344 01/02/1989]',0.052,101.371,-0.012,-0.290
'[04:00:22.348 01/02/1989]',0.066,101.371,-0.011,-0.315
'[04:00:22.352 01/02/1989]',0.056,101.371,-0.012,-0.298
'[04:00:22.356 01/02/1989]',0.058,101.371,-0.013,-0.331
'[04:00:22.360 01/02/1989]',0.058,101.371,-0.013,-0.323
'[04:00:22.364 01/02/1989]',0.058,101.964,-0.013,-0.355
'[04:00:22.368 01/02/1989]',0.054,102.359,-0.012,-0.355
'[04:00:22.372 01/02/1989]',0.054,102.754,-0.013,-0.355
'[04:00:22.376 01/02/1989]',0.050,102.359,-0.014,-0.347
'[04:00:22.380 01/02/1989]',0.054,103.347,-0.014,-0.355
'[04:00:22.384 01/02/1989]',0.054,103.940,-0.014,-0.315
'[04:00:22.388 01/02/1989]',0.058,104.335,-0.014,-0.306
'[04:00:22.392 01/02/1989]',0.052,105.126,-0.014,-0.298
'[04:00:22.396 01/02/1989]',0.050,104.928,-0.014,-0.331
'[04:00:22.400 01/02/1989]',0.058,105.718,-0.013,-0.339
'[04:00:22.404 01/02/1989]',0.048,106.114,-0.012,-0.355
'[04:00:22.408 01/02/1989]',0.052,106.311,-0.013,-0.387
'[04:00:22.412 01/02/1989]',0.050,106.707,-0.012,-0.387
'[04:00:22.416 01/02/1989]',0.050,106.904,-0.012,-0.395
'[04:00:22.420 01/02/1989]',0.054,107.102,-0.011,-0.403
'[04:00:22.424 01/02/1989]',0.058,107.299,-0.011,-0.395
'[04:00:22.428 01/02/1989]',0.068,107.102,-0.011,-0.363
'[04:00:22.432 01/02/1989]',0.080,107.102,-0.011,-0.355
'[04:00:22.436 01/02/1989]',0.102,107.102,-0.011,-0.355
'[04:00:22.440 01/02/1989]',0.116,106.904,-0.011,-0.379
'[04:00:22.444 01/02/1989]',0.128,107.102,-0.011,-0.355
'[04:00:22.448 01/02/1989]',0.142,106.114,-0.013,-0.395
'[04:00:22.452 01/02/1989]',0.152,106.114,-0.013,-0.427
'[04:00:22.456 01/02/1989]',0.162,106.114,-0.014,-0.427
'[04:00:22.460 01/02/1989]',0.176,105.521,-0.016,-0.411
'[04:00:22.464 01/02/1989]',0.196,105.718,-0.015,-0.427
'[04:00:22.468 01/02/1989]',0.200,105.323,-0.016,-0.427
'[04:00:22.472 01/02/1989]',0.210,105.126,-0.017,-0.452
'[04:00:22.476 01/02/1989]',0.200,104.730,-0.017,-0.452
'[04:00:22.480 01/02/1989]',0.184,103.742,-0.016,-0.435
'[04:00:22.484 01/02/1989]',0.176,103.742,-0.016,-0.419
'[04:00:22.488 01/02/1989]',0.168,103.545,-0.014,-0.403
'[04:00:22.492 01/02/1989]',0.150,102.952,-0.014,-0.419
'[04:00:22.496 01/02/1989]',0.122,102.754,-0.013,-0.452
'[04:00:22.500 01/02/1989]',0.108,102.557,-0.011,-0.427
'[04:00:22.504 01/02/1989]',0.096,101.766,-0.010,-0.452
'[04:00:22.508 01/02/1989]',0.078,101.371,-0.007,-0.500
'[04:00:22.512 01/02/1989]',0.064,101.371,-0.006,-0.476
'[04:00:22.516 01/02/1989]',0.040,100.778,-0.005,-0.492
'[04:00:22.520 01/02/1989]',0.024,100.976,-0.003,-0.468
'[04:00:22.524 01/02/1989]',0.012,100.581,-0.002,-0.484
'[04:00:22.528 01/02/1989]',0.012,99.790,-0.003,-0.476
'[04:00:22.532 01/02/1989]',0.014,99.790,-0.002,-0.484
'[04:00:22.536 01/02/1989]',0.024,98.802,-0.003,-0.452
'[04:00:22.540 01/02/1989]',0.016,98.605,-0.002,-0.452
'[04:00:22.544 01/02/1989]',0.008,98.210,-0.001,-0.444
'[04:00:22.548 01/02/1989]',0.008,97.814,-0.001,-0.484
'[04:00:22.552 01/02/1989]',0.008,97.419,-0.002,-0.484
'[04:00:22.556 01/02/1989]',0.020,97.024,-0.002,-0.508
'[04:00:22.560 01/02/1989]',0.014,96.826,-0.004,-0.500
'[04:00:22.564 01/02/1989]',0.012,96.431,-0.004,-0.516
'[04:00:22.568 01/02/1989]',0.020,96.233,-0.005,-0.484
'[04:00:22.572 01/02/1989]',0.016,95.641,-0.004,-0.484
'[04:00:22.576 01/02/1989]',0.024,95.641,-0.006,-0.484
'[04:00:22.580 01/02/1989]',0.016,95.048,-0.004,-0.476
'[04:00:22.584 01/02/1989]',0.022,94.850,-0.006,-0.452
'[04:00:22.588 01/02/1989]',0.024,94.653,-0.007,-0.452
'[04:00:22.592 01/02/1989]',0.038,94.257,-0.007,-0.452
'[04:00:22.596 01/02/1989]',0.050,93.665,-0.006,-0.476
'[04:00:22.600 01/02/1989]',0.040,93.467,-0.005,-0.484
'[04:00:22.604 01/02/1989]',0.036,93.269,-0.006,-0.524
'[04:00:22.608 01/02/1989]',0.060,93.072,-0.006,-0.548
'[04:00:22.612 01/02/1989]',0.134,92.677,-0.010,-0.524
'[04:00:22.616 01/02/1989]',0.272,92.677,-0.014,-0.500
'[04:00:22.620 01/02/1989]',0.524,92.677,-0.017,-0.548
'[04:00:22.624 01/02/1989]',0.728,92.479,-0.020,-0.468
'[04:00:22.628 01/02/1989]',0.682,91.886,-0.018,-0.548
'[04:00:22.632 01/02/1989]',0.554,91.491,-0.013,-0.452
'[04:00:22.636 01/02/1989]',0.274,91.886,-0.008,-0.476
'[04:00:22.640 01/02/1989]',-0.044,91.293,-0.004,-0.484
'[04:00:22.644 01/02/1989]',-0.176,91.491,-0.003,-0.484
'[04:00:22.648 01/02/1989]',-0.172,90.701,-0.003,-0.516
'[04:00:22.652 01/02/1989]',-0.146,91.491,-0.004,-0.508
'[04:00:22.656 01/02/1989]',-0.042,91.096,-0.006,-0.516
'[04:00:22.660 01/02/1989]',0.028,90.701,-0.006,-0.500
'[04:00:22.664 01/02/1989]',0.058,90.701,-0.005,-0.532
'[04:00:22.668 01/02/1989]',0.056,91.096,-0.005,-0.540
'[04:00:22.672 01/02/1989]',0.052,90.305,-0.004,-0.500
'[04:00:22.676 01/02/1989]',0.042,90.305,-0.004,-0.492
'[04:00:22.680 01/02/1989]',0.046,89.910,-0.003,-0.484
'[04:00:22.684 01/02/1989]',0.050,90.701,-0.003,-0.484
'[04:00:22.688 01/02/1989]',0.046,90.108,-0.003,-0.508
'[04:00:22.692 01/02/1989]',0.054,89.910,-0.003,-0.516
'[04:00:22.696 01/02/1989]',0.048,90.108,-0.003,-0.548
'[04:00:22.700 01/02/1989]',0.058,89.910,-0.004,-0.532
'[04:00:22.704 01/02/1989]',0.056,89.910,-0.003,-0.548
'[04:00:22.708 01/02/1989]',0.066,89.910,-0.003,-0.581
'[04:00:22.712 01/02/1989]',0.070,89.515,-0.004,-0.573
'[04:00:22.716 01/02/1989]',0.072,89.120,-0.006,-0.589
'[04:00:22.720 01/02/1989]',0.074,89.317,-0.006,-0.532
'[04:00:22.724 01/02/1989]',0.068,89.317,-0.006,-0.581
'[04:00:22.728 01/02/1989]',0.072,88.922,-0.009,-0.565
'[04:00:22.732 01/02/1989]',0.074,88.132,-0.009,-0.548
'[04:00:22.736 01/02/1989]',0.086,88.724,-0.010,-0.565
'[04:00:22.740 01/02/1989]',0.084,88.724,-0.010,-0.540
'[04:00:22.744 01/02/1989]',0.086,88.329,-0.008,-0.589
'[04:00:22.748 01/02/1989]',0.088,87.736,-0.008,-0.573
'[04:00:22.752 01/02/1989]',0.096,87.539,-0.010,-0.565
'[04:00:22.756 01/02/1989]',0.096,87.736,-0.011,-0.629
'[04:00:22.760 01/02/1989]',0.104,87.144,-0.011,-0.565
'[04:00:22.764 01/02/1989]',0.110,87.144,-0.011,-0.581
'[04:00:22.768 01/02/1989]',0.104,87.341,-0.010,-0.605
'[04:00:22.772 01/02/1989]',0.108,86.946,-0.009,-0.556
'[04:00:22.776 01/02/1989]',0.114,87.144,-0.009,-0.532
'[04:00:22.780 01/02/1989]',0.116,87.144,-0.007,-0.581
'[04:00:22.784 01/02/1989]',0.112,87.144,-0.008,-0.548
'[04:00:22.788 01/02/1989]',0.120,87.144,-0.007,-0.556
'[04:00:22.792 01/02/1989]',0.132,87.736,-0.008,-0.548
'[04:00:22.796 01/02/1989]',0.128,88.132,-0.009,-0.613
'[04:00:22.800 01/02/1989]',0.130,89.515,-0.009,-0.613
'[04:00:22.804 01/02/1989]',0.142,90.898,-0.009,-0.605
'[04:00:22.808 01/02/1989]',0.136,92.479,-0.009,-0.605
'[04:00:22.812 01/02/1989]',0.136,94.257,-0.011,-0.581
'[04:00:22.816 01/02/1989]',0.152,96.629,-0.011,-0.605
'[04:00:22.820 01/02/1989]',0.158,99.198,-0.011,-0.581
'[04:00:22.824 01/02/1989]',0.162,101.766,-0.013,-0.589
'[04:00:22.828 01/02/1989]',0.168,105.126,-0.013,-0.573
'[04:00:22.832 01/02/1989]',0.170,107.695,-0.015,-0.581
'[04:00:22.836 01/02/1989]',0.182,111.251,-0.016,-0.556
'[04:00:22.840 01/02/1989]',0.184,114.611,-0.016,-0.565
'[04:00:22.844 01/02/1989]',0.192,117.970,-0.015,-0.532
'[04:00:22.848 01/02/1989]',0.194,121.132,-0.015,-0.597
'[04:00:22.852 01/02/1989]',0.200,124.293,-0.014,-0.581
'[04:00:22.856 01/02/1989]',0.206,127.653,-0.016,-0.548
'[04:00:22.860 01/02/1989]',0.216,130.419,-0.016,-0.589
'[04:00:22.864 01/02/1989]',0.216,132.988,-0.015,-0.581
'[04:00:22.868 01/02/1989]',0.216,135.557,-0.016,-0.516
'[04:00:22.872 01/02/1989]',0.214,137.138,-0.016,-0.573
'[04:00:22.876 01/02/1989]',0.218,139.114,-0.015,-0.524
'[04:00:22.880 01/02/1989]',0.214,140.497,-0.014,-0.540
'[04:00:22.884 01/02/1989]',0.214,141.683,-0.015,-0.573
'[04:00:22.888 01/02/1989]',0.208,142.671,-0.014,-0.556
'[04:00:22.892 01/02/1989]',0.200,142.868,-0.014,-0.540
'[04:00:22.896 01/02/1989]',0.184,143.263,-0.014,-0.556
'[04:00:22.900 01/02/1989]',0.172,143.263,-0.013,-0.573
'[04:00:22.904 01/02/1989]',0.152,142.671,-0.010,-0.565
'[04:00:22.908 01/02/1989]',0.140,142.275,-0.008,-0.581
'[04:00:22.912 01/02/1989]',0.120,141.485,-0.008,-0.589
'[04:00:22.916 01/02/1989]',0.098,140.695,-0.007,-0.613
'[04:00:22.920 01/02/1989]',0.086,140.102,-0.004,-0.581
'[04:00:22.924 01/02/1989]',0.072,138.521,-0.004,-0.629
'[04:00:22.928 01/02/1989]',0.060,137.730,-0.004,-0.565
'[04:00:22.932 01/02/1989]',0.054,135.952,-0.004,-0.629
'[04:00:22.936 01/02/1989]',0.040,135.754,-0.005,-0.621
'[04:00:22.940 01/02/1989]',0.032,134.174,-0.004,-0.597
'[04:00:22.944 01/02/1989]',0.026,133.778,-0.004,-0.621
'[04:00:22.948 01/02/1989]',0.026,132.000,-0.003,-0.669
'[04:00:22.952 01/02/1989]',0.026,131.407,-0.003,-0.677
'[04:00:22.956 01/02/1989]',0.020,130.419,-0.002,-0.669
'[04:00:22.960 01/02/1989]',0.012,129.826,-0.001,-0.677
'[04:00:22.964 01/02/1989]',0.016,129.036,0.001,-0.669
'[04:00:22.968 01/02/1989]',0.016,128.838,0.001,-0.669
'[04:00:22.972 01/02/1989]',0.012,128.245,0.002,-0.645
'[04:00:22.976 01/02/1989]',0.020,127.455,0.003,-0.637
'[04:00:22.980 01/02/1989]',0.012,126.862,0.004,-0.613
'[04:00:22.984 01/02/1989]',0.018,126.665,0.004,-0.637
'[04:00:22.988 01/02/1989]',0.024,126.269,0.005,-0.669
'[04:00:22.992 01/02/1989]',0.024,125.874,0.005,-0.661
'[04:00:22.996 01/02/1989]',0.022,125.479,0.005,-0.653
'[04:00:23.000 01/02/1989]',0.022,125.677,0.005,-0.677
'[04:00:23.004 01/02/1989]',0.030,125.874,0.004,-0.685
'[04:00:23.008 01/02/1989]',0.034,125.084,0.004,-0.677
'[04:00:23.012 01/02/1989]',0.034,125.084,0.002,-0.677
'[04:00:23.016 01/02/1989]',0.040,124.886,-0.000,-0.677
'[04:00:23.020 01/02/1989]',0.038,124.689,-0.001,-0.645
'[04:00:23.024 01/02/1989]',0.032,124.491,-0.002,-0.669
'[04:00:23.028 01/02/1989]',0.038,124.689,-0.004,-0.645
'[04:00:23.032 01/02/1989]',0.038,124.293,-0.005,-0.637
'[04:00:23.036 01/02/1989]',0.044,123.701,-0.006,-0.653
'[04:00:23.040 01/02/1989]',0.046,123.503,-0.008,-0.677
'[04:00:23.044 01/02/1989]',0.046,123.503,-0.009,-0.661
'[04:00:23.048 01/02/1989]',0.052,122.712,-0.010,-0.694
'[04:00:23.052 01/02/1989]',0.050,121.527,-0.012,-0.661
'[04:00:23.056 01/02/1989]',0.062,121.329,-0.013,-0.685
'[04:00:23.060 01/02/1989]',0.052,120.341,-0.013,-0.669
'[04:00:23.064 01/02/1989]',0.050,119.353,-0.012,-0.669
'[04:00:23.068 01/02/1989]',0.054,117.970,-0.012,-0.637
'[04:00:23.072 01/02/1989]',0.058,116.587,-0.012,-0.669
'[04:00:23.076 01/02/1989]',0.062,115.204,-0.012,-0.613
'[04:00:23.080 01/02/1989]',0.056,114.611,-0.011,-0.677
'[04:00:23.084 01/02/1989]',0.050,113.820,-0.013,-0.621
'[04:00:23.088 01/02/1989]',0.054,112.437,-0.013,-0.694
'[04:00:23.092 01/02/1989]',0.056,111.449,-0.013,-0.677
'[04:00:23.096 01/02/1989]',0.064,110.263,-0.013,-0.710
'[04:00:23.100 01/02/1989]',0.062,109.473,-0.015,-0.653
'[04:00:23.104 01/02/1989]',0.056,108.485,-0.013,-0.710
'[04:00:23.108 01/02/1989]',0.056,107.695,-0.012,-0.677
'[04:00:23.112 01/02/1989]',0.064,107.299,-0.012,-0.694
'[04:00:23.116 01/02/1989]',0.058,106.509,-0.010,-0.661
'[04:00:23.120 01/02/1989]',0.060,106.311,-0.009,-0.661
'[04:00:23.124 01/02/1989]',0.048,106.311,-0.009,-0.669
'[04:00:23.128 01/02/1989]',0.056,106.114,-0.009,-0.677
'[04:00:23.132 01/02/1989]',0.060,105.916,-0.009,-0.653
'[04:00:23.136 01/02/1989]',0.060,106.114,-0.010,-0.702
'[04:00:23.140 01/02/1989]',0.058,106.311,-0.010,-0.677
'[04:00:23.144 01/02/1989]',0.054,106.114,-0.009,-0.694
'[04:00:23.148 01/02/1989]',0.056,106.904,-0.009,-0.685
'[04:00:23.152 01/02/1989]',0.060,107.299,-0.008,-0.694
'[04:00:23.156 01/02/1989]',0.048,106.904,-0.009,-0.677
'[04:00:23.160 01/02/1989]',0.064,107.497,-0.008,-0.685
'[04:00:23.164 01/02/1989]',0.056,107.102,-0.008,-0.677
'[04:00:23.168 01/02/1989]',0.054,108.287,-0.009,-0.653
'[04:00:23.172 01/02/1989]',0.054,108.880,-0.008,-0.653
'[04:00:23.176 01/02/1989]',0.064,108.090,-0.008,-0.637
'[04:00:23.180 01/02/1989]',0.062,108.287,-0.008,-0.645
'[04:00:23.184 01/02/1989]',0.064,108.880,-0.008,-0.645
'[04:00:23.188 01/02/1989]',0.060,108.880,-0.007,-0.637
'[04:00:23.192 01/02/1989]',0.068,108.880,-0.007,-0.661
'[04:00:23.196 01/02/1989]',0.068,108.880,-0.005,-0.661
'[04:00:23.200 01/02/1989]',0.086,109.275,-0.005,-0.653
'[04:00:23.204 01/02/1989]',0.096,108.683,-0.004,-0.669
'[04:00:23.208 01/02/1989]',0.118,108.683,-0.003,-0.677
'[04:00:23.212 01/02/1989]',0.128,108.683,-0.004,-0.653
'[04:00:23.216 01/02/1989]',0.144,108.683,-0.004,-0.653
'[04:00:23.220 01/02/1989]',0.152,108.485,-0.002,-0.645
'[04:00:23.224 01/02/1989]',0.152,108.485,-0.003,-0.637
'[04:00:23.228 01/02/1989]',0.168,108.090,-0.003,-0.613
'[04:00:23.232 01/02/1989]',0.192,107.695,-0.004,-0.605
'[04:00:23.236 01/02/1989]',0.206,107.497,-0.004,-0.661
'[04:00:23.240 01/02/1989]',0.220,106.904,-0.004,-0.621
'[04:00:23.244 01/02/1989]',0.222,106.904,-0.003,-0.653
'[04:00:23.248 01/02/1989]',0.214,106.114,-0.001,-0.661
'[04:00:23.252 01/02/1989]',0.200,106.114,-0.001,-0.653
'[04:00:23.256 01/02/1989]',0.192,105.718,-0.001,-0.629
'[04:00:23.260 01/02/1989]',0.176,104.928,-0.000,-0.645
'[04:00:23.264 01/02/1989]',0.154,104.533,-0.000,-0.645
'[04:00:23.268 01/02/1989]',0.138,104.533,0.000,-0.645
'[04:00:23.272 01/02/1989]',0.116,103.742,0.001,-0.613
'[04:00:23.276 01/02/1989]',0.100,102.952,-0.000,-0.605
'[04:00:23.280 01/02/1989]',0.078,102.952,0.000,-0.629
'[04:00:23.284 01/02/1989]',0.068,102.952,0.000,-0.613
'[04:00:23.288 01/02/1989]',0.052,102.162,0.001,-0.637
'[04:00:23.292 01/02/1989]',0.032,101.964,-0.000,-0.653
'[04:00:23.296 01/02/1989]',0.016,101.371,-0.001,-0.661
'[04:00:23.300 01/02/1989]',0.008,101.371,-0.001,-0.645
'[04:00:23.304 01/02/1989]',0.016,100.383,-0.002,-0.637
'[04:00:23.308 01/02/1989]',0.008,100.186,-0.001,-0.645
'[04:00:23.312 01/02/1989]',0.010,99.790,-0.002,-0.653
'[04:00:23.316 01/02/1989]',0.006,99.790,-0.002,-0.653
'[04:00:23.320 01/02/1989]',0.012,99.000,-0.002,-0.645
'[04:00:23.324 01/02/1989]',0.012,98.802,-0.002,-0.645
'[04:00:23.328 01/02/1989]',0.010,98.210,-0.003,-0.637
'[04:00:23.332 01/02/1989]',0.006,97.814,-0.004,-0.653
'[04:00:23.336 01/02/1989]',0.014,97.814,-0.003,-0.621
'[04:00:23.340 01/02/1989]',0.014,97.617,-0.005,-0.677
'[04:00:23.344 01/02/1989]',0.014,97.419,-0.005,-0.669
'[04:00:23.348 01/02/1989]',0.014,96.431,-0.005,-0.685
'[04:00:23.352 01/02/1989]',0.018,96.826,-0.005,-0.661
'[04:00:23.356 01/02/1989]',0.022,96.233,-0.006,-0.661
'[04:00:23.360 01/02/1989]',0.022,95.838,-0.006,-0.661
'[04:00:23.364 01/02/1989]',0.036,95.443,-0.006,-0.653
'[04:00:23.368 01/02/1989]',0.044,95.048,-0.007,-0.637
'[04:00:23.372 01/02/1989]',0.046,95.048,-0.007,-0.661
'[04:00:23.376 01/02/1989]',0.016,94.455,-0.008,-0.621
'[04:00:23.380 01/02/1989]',0.018,94.060,-0.008,-0.637
'[04:00:23.384 01/02/1989]',0.088,94.060,-0.012,-0.669
'[04:00:23.388 01/02/1989]',0.218,93.467,-0.015,-0.645
'[04:00:23.392 01/02/1989]',0.484,93.862,-0.022,-0.718
'[04:00:23.396 01/02/1989]',0.698,93.665,-0.025,-0.669
'[04:00:23.400 01/02/1989]',0.860,93.467,-0.023,-0.645
'[04:00:23.404 01/02/1989]',0.664,93.467,-0.020,-0.710
'[04:00:23.408 01/02/1989]',0.432,93.072,-0.014,-0.702
'[04:00:23.412 01/02/1989]',0.102,92.874,-0.009,-0.661
'[04:00:23.416 01/02/1989]',-0.186,93.072,-0.008,-0.637
'[04:00:23.420 01/02/1989]',-0.154,92.874,-0.007,-0.637
'[04:00:23.424 01/02/1989]',-0.158,92.479,-0.007,-0.653
'[04:00:23.428 01/02/1989]',-0.082,92.677,-0.010,-0.637
'[04:00:23.432 01/02/1989]',-0.008,92.479,-0.010,-0.645
'[04:00:23.436 01/02/1989]',0.040,92.281,-0.010,-0.661
'[04:00:23.440 01/02/1989]',0.038,91.886,-0.011,-0.685
'[04:00:23.444 01/02/1989]',0.024,92.084,-0.010,-0.645
'[04:00:23.448 01/02/1989]',0.026,91.689,-0.010,-0.685
'[04:00:23.452 01/02/1989]',0.028,92.084,-0.010,-0.669
'[04:00:23.456 01/02/1989]',0.032,91.886,-0.009,-0.653
'[04:00:23.460 01/02/1989]',0.032,91.293,-0.010,-0.621
'[04:00:23.464 01/02/1989]',0.032,91.491,-0.008,-0.637
'[04:00:23.468 01/02/1989]',0.032,91.096,-0.008,-0.637
'[04:00:23.472 01/02/1989]',0.046,91.491,-0.009,-0.613
'[04:00:23.476 01/02/1989]',0.048,90.898,-0.008,-0.613
'[04:00:23.480 01/02/1989]',0.048,90.701,-0.007,-0.645
'[04:00:23.484 01/02/1989]',0.052,90.701,-0.008,-0.637
'[04:00:23.488 01/02/1989]',0.058,90.305,-0.007,-0.677
'[04:00:23.492 01/02/1989]',0.062,90.305,-0.007,-0.645
'[04:00:23.496 01/02/1989]',0.068,89.713,-0.008,-0.694
'[04:00:23.500 01/02/1989]',0.064,89.910,-0.008,-0.645
'[04:00:23.504 01/02/1989]',0.072,89.515,-0.009,-0.629
'[04:00:23.508 01/02/1989]',0.080,88.922,-0.010,-0.677
'[04:00:23.512 01/02/1989]',0.078,89.120,-0.011,-0.613
'[04:00:23.516 01/02/1989]',0.084,88.922,-0.013,-0.669
'[04:00:23.520 01/02/1989]',0.082,88.724,-0.013,-0.645
'[04:00:23.524 01/02/1989]',0.088,88.329,-0.012,-0.645
'[04:00:23.528 01/02/1989]',0.088,88.329,-0.013,-0.669
'[04:00:23.532 01/02/1989]',0.090,87.934,-0.013,-0.669
'[04:00:23.536 01/02/1989]',0.096,87.539,-0.011,-0.621
'[04:00:23.540 01/02/1989]',0.110,87.539,-0.012,-0.694
'[04:00:23.544 01/02/1989]',0.102,87.144,-0.010,-0.677
'[04:00:23.548 01/02/1989]',0.106,87.144,-0.009,-0.677
'[04:00:23.552 01/02/1989]',0.110,87.144,-0.008,-0.645
'[04:00:23.556 01/02/1989]',0.114,87.736,-0.008,-0.645
'[04:00:23.560 01/02/1989]',0.114,87.934,-0.008,-0.613
'[04:00:23.564 01/02/1989]',0.118,88.329,-0.007,-0.637
'[04:00:23.568 01/02/1989]',0.118,89.317,-0.006,-0.653
'[04:00:23.572 01/02/1989]',0.126,90.108,-0.007,-0.653
'[04:00:23.576 01/02/1989]',0.128,91.096,-0.008,-0.645
'[04:00:23.580 01/02/1989]',0.132,92.677,-0.008,-0.661
'[04:00:23.584 01/02/1989]',0.136,95.048,-0.009,-0.653
'[04:00:23.588 01/02/1989]',0.148,97.419,-0.009,-0.669
'[04:00:23.592 01/02/1989]',0.144,100.383,-0.009,-0.685
'[04:00:23.596 01/02/1989]',0.148,102.754,-0.010,-0.685
'[04:00:23.600 01/02/1989]',0.152,105.323,-0.011,-0.653
'[04:00:23.604 01/02/1989]',0.168,108.683,-0.010,-0.629
'[04:00:23.608 01/02/1989]',0.172,111.844,-0.009,-0.613
'[04:00:23.612 01/02/1989]',0.178,115.599,-0.010,-0.645
'[04:00:23.616 01/02/1989]',0.184,118.760,-0.010,-0.605
'[04:00:23.620 01/02/1989]',0.184,122.515,-0.007,-0.589
'[04:00:23.624 01/02/1989]',0.194,125.874,-0.006,-0.637
'[04:00:23.628 01/02/1989]',0.198,128.443,-0.006,-0.637
'[04:00:23.632 01/02/1989]',0.202,131.407,-0.006,-0.613
'[04:00:23.636 01/02/1989]',0.210,133.976,-0.006,-0.661
'[04:00:23.640 01/02/1989]',0.204,136.940,-0.006,-0.613
'[04:00:23.644 01/02/1989]',0.206,138.718,-0.006,-0.645
'[04:00:23.648 01/02/1989]',0.208,140.497,-0.006,-0.629
'[04:00:23.652 01/02/1989]',0.208,141.683,-0.007,-0.613
'[04:00:23.656 01/02/1989]',0.214,143.066,-0.009,-0.613
'[04:00:23.660 01/02/1989]',0.186,143.659,-0.010,-0.581
'[04:00:23.664 01/02/1989]',0.192,144.054,-0.010,-0.605
'[04:00:23.668 01/02/1989]',0.156,144.844,-0.010,-0.605
'[04:00:23.672 01/02/1989]',0.158,144.647,-0.011,-0.613
'[04:00:23.676 01/02/1989]',0.144,144.647,-0.013,-0.605
'[04:00:23.680 01/02/1989]',0.130,144.054,-0.011,-0.629
'[04:00:23.684 01/02/1989]',0.112,143.659,-0.013,-0.589
'[04:00:23.688 01/02/1989]',0.096,142.473,-0.013,-0.637
'[04:00:23.692 01/02/1989]',0.072,141.683,-0.013,-0.645
'[04:00:23.696 01/02/1989]',0.060,140.892,-0.013,-0.621
'[04:00:23.700 01/02/1989]',0.046,139.706,-0.013,-0.597
'[04:00:23.704 01/02/1989]',0.032,138.916,-0.013,-0.605
'[04:00:23.708 01/02/1989]',0.032,137.928,-0.011,-0.613
'[04:00:23.712 01/02/1989]',0.022,136.742,-0.013,-0.597
'[04:00:23.716 01/02/1989]',0.026,135.952,-0.011,-0.589
'[04:00:23.720 01/02/1989]',0.016,134.766,-0.011,-0.589
'[04:00:23.724 01/02/1989]',0.008,133.778,-0.010,-0.573
'[04:00:23.728 01/02/1989]',0.004,132.790,-0.012,-0.589
'[04:00:23.732 01/02/1989]',0.012,132.000,-0.012,-0.597
'[04:00:23.736 01/02/1989]',0.004,131.605,-0.011,-0.589
'[04:00:23.740 01/02/1989]',-0.000,131.012,-0.010,-0.605
'[04:00:23.744 01/02/1989]',0.002,130.221,-0.009,-0.581
'[04:00:23.748 01/02/1989]',0.008,129.826,-0.007,-0.589
'[04:00:23.752 01/02/1989]',0.008,129.036,-0.008,-0.573
'[04:00:23.756 01/02/1989]',0.004,128.443,-0.008,-0.565
'[04:00:23.760 01/02/1989]',-0.000,128.245,-0.007,-0.548
'[04:00:23.764 01/02/1989]',-0.000,128.048,-0.004,-0.556
'[04:00:23.768 01/02/1989]',0.004,128.245,-0.005,-0.516
'[04:00:23.772 01/02/1989]',0.018,127.257,-0.004,-0.524
'[04:00:23.776 01/02/1989]',0.022,127.060,-0.004,-0.524
'[04:00:23.780 01/02/1989]',0.024,126.665,-0.005,-0.540
'[04:00:23.784 01/02/1989]',0.032,126.467,-0.004,-0.524
'[04:00:23.788 01/02/1989]',0.004,126.269,-0.004,-0.524
