sample interval	    ECG	     BP	(C4-A1)	p (sum)
          13151	  0.060	 63.837	 -0.022	  0.700
          13152	  0.045	 63.837	 -0.020	  0.670
          13153	  0.045	 63.837	 -0.019	  0.680
          13154	  0.045	 64.674	 -0.018	  0.667
          13155	  0.045	 65.093	 -0.013	  0.670
          13156	  0.050	 65.302	 -0.012	  0.657
          13157	  0.055	 65.302	 -0.012	  0.654
          13158	  0.050	 65.930	 -0.011	  0.643
          13159	  0.055	 66.349	 -0.009	  0.639
          13160	  0.065	 66.767	 -0.012	  0.639
          13161	  0.060	 66.767	 -0.010	  0.646
          13162	  0.060	 67.186	 -0.011	  0.646
          13163	  0.080	 68.023	 -0.012	  0.654
          13164	  0.075	 68.233	 -0.016	  0.632
          13165	  0.060	 68.233	 -0.016	  0.603
          13166	  0.070	 68.651	 -0.019	  0.614
          13167	  0.060	 69.488	 -0.028	  0.586
          13168	  0.065	 69.698	 -0.036	  0.581
          13169	  0.075	 69.698	 -0.044	  0.584
          13170	  0.060	 69.698	 -0.050	  0.588
          13171	  0.060	 70.535	 -0.054	  0.568
          13172	  0.065	 70.535	 -0.056	  0.562
          13173	  0.080	 70.535	 -0.057	  0.554
          13174	  0.080	 70.535	 -0.059	  0.555
          13175	  0.075	 70.535	 -0.059	  0.539
          13176	  0.080	 70.744	 -0.059	  0.528
          13177	  0.075	 71.163	 -0.060	  0.516
          13178	  0.060	 70.953	 -0.061	  0.522
          13179	  0.070	 70.744	 -0.060	  0.484
          13180	  0.075	 70.535	 -0.054	  0.501
          13181	  0.080	 70.535	 -0.050	  0.483
          13182	  0.060	 70.535	 -0.046	  0.472
          13183	  0.075	 70.535	 -0.041	  0.477
          13184	  0.070	 70.535	 -0.036	  0.486
          13185	  0.080	 70.326	 -0.033	  0.474
          13186	  0.065	 70.116	 -0.027	  0.468
          13187	  0.065	 69.698	 -0.023	  0.468
          13188	  0.070	 69.698	 -0.020	  0.465
          13189	  0.075	 69.488	 -0.021	  0.452
          13190	  0.080	 68.860	 -0.018	  0.433
          13191	  0.070	 68.442	 -0.017	  0.416
          13192	  0.080	 68.442	 -0.023	  0.413
          13193	  0.080	 68.023	 -0.025	  0.413
          13194	  0.070	 67.395	 -0.028	  0.394
          13195	  0.090	 67.395	 -0.031	  0.407
          13196	  0.070	 67.186	 -0.035	  0.387
          13197	  0.080	 66.558	 -0.037	  0.406
          13198	  0.080	 66.558	 -0.041	  0.384
          13199	  0.090	 66.140	 -0.045	  0.396
          13200	  0.080	 66.140	 -0.048	  0.378
          13201	  0.080	 65.512	 -0.046	  0.371
          13202	  0.085	 65.302	 -0.047	  0.348
          13203	  0.085	 64.674	 -0.048	  0.348
          13204	  0.080	 64.674	 -0.047	  0.329
          13205	  0.080	 63.628	 -0.044	  0.325
          13206	  0.075	 63.837	 -0.043	  0.313
          13207	  0.085	 63.209	 -0.041	  0.325
          13208	  0.080	 63.000	 -0.040	  0.320
          13209	  0.100	 63.000	 -0.037	  0.314
          13210	  0.100	 61.953	 -0.036	  0.307
          13211	  0.095	 61.744	 -0.029	  0.319
          13212	  0.110	 61.116	 -0.021	  0.294
          13213	  0.110	 61.326	 -0.019	  0.296
          13214	  0.120	 60.907	 -0.016	  0.270
          13215	  0.115	 60.279	 -0.012	  0.255
          13216	  0.125	 60.279	 -0.008	  0.241
          13217	  0.125	 59.860	 -0.007	  0.230
          13218	  0.135	 59.651	 -0.005	  0.232
          13219	  0.140	 59.023	 -0.004	  0.229
          13220	  0.135	 59.023	 -0.005	  0.226
          13221	  0.130	 58.186	 -0.006	  0.216
          13222	  0.130	 58.395	 -0.005	  0.220
          13223	  0.125	 57.767	 -0.008	  0.217
          13224	  0.125	 57.767	 -0.013	  0.209
          13225	  0.110	 57.140	 -0.018	  0.197
          13226	  0.110	 56.721	 -0.021	  0.191
          13227	  0.100	 56.512	 -0.030	  0.174
          13228	  0.100	 56.302	 -0.033	  0.167
          13229	  0.100	 56.512	 -0.038	  0.151
          13230	  0.095	 55.884	 -0.040	  0.155
          13231	  0.090	 55.674	 -0.042	  0.148
          13232	  0.080	 55.465	 -0.044	  0.149
          13233	  0.075	 55.256	 -0.043	  0.138
          13234	  0.070	 55.256	 -0.045	  0.141
          13235	  0.085	 55.046	 -0.046	  0.135
          13236	  0.080	 54.419	 -0.045	  0.135
          13237	  0.080	 54.209	 -0.044	  0.119
          13238	  0.075	 54.000	 -0.044	  0.112
          13239	  0.080	 54.209	 -0.043	  0.097
          13240	  0.075	 53.791	 -0.039	  0.087
          13241	  0.080	 53.791	 -0.035	  0.078
          13242	  0.085	 53.791	 -0.035	  0.071
          13243	  0.080	 53.581	 -0.033	  0.075
          13244	  0.080	 53.163	 -0.031	  0.071
          13245	  0.080	 53.163	 -0.028	  0.080
          13246	  0.075	 52.953	 -0.029	  0.078
          13247	  0.090	 52.953	 -0.025	  0.077
          13248	  0.080	 52.326	 -0.027	  0.075
          13249	  0.090	 52.116	 -0.031	  0.075
          13250	  0.105	 52.744	 -0.031	  0.057
          13251	  0.145	 52.116	 -0.029	  0.057
          13252	  0.195	 51.907	 -0.026	  0.035
          13253	  0.295	 52.116	 -0.022	  0.033
          13254	  0.435	 52.116	 -0.017	  0.019
          13255	  0.640	 51.698	 -0.008	  0.023
          13256	  0.840	 51.488	 -0.002	  0.017
          13257	  0.945	 51.488	 -0.001	  0.028
          13258	  0.885	 51.279	 -0.007	  0.022
          13259	  0.615	 51.279	 -0.019	  0.023
          13260	  0.235	 51.279	 -0.034	  0.017
          13261	 -0.135	 51.070	 -0.040	  0.019
          13262	 -0.280	 50.860	 -0.044	 -0.000
          13263	 -0.320	 51.279	 -0.043	 -0.003
          13264	 -0.220	 50.860	 -0.041	 -0.016
          13265	 -0.120	 50.651	 -0.036	 -0.028
          13266	 -0.040	 50.651	 -0.032	 -0.032
          13267	 -0.000	 50.860	 -0.031	 -0.036
          13268	  0.020	 51.070	 -0.031	 -0.036
          13269	  0.055	 50.860	 -0.029	 -0.043
          13270	  0.070	 50.442	 -0.032	 -0.041
          13271	  0.080	 50.860	 -0.031	 -0.046
          13272	  0.070	 50.442	 -0.031	 -0.042
          13273	  0.075	 50.442	 -0.033	 -0.052
          13274	  0.065	 50.442	 -0.037	 -0.049
          13275	  0.060	 50.651	 -0.039	 -0.064
          13276	  0.080	 50.442	 -0.038	 -0.071
          13277	  0.075	 50.442	 -0.039	 -0.091
          13278	  0.085	 50.023	 -0.040	 -0.087
          13279	  0.090	 50.233	 -0.038	 -0.100
          13280	  0.085	 50.442	 -0.035	 -0.088
          13281	  0.085	 50.233	 -0.034	 -0.094
          13282	  0.080	 50.442	 -0.032	 -0.086
          13283	  0.080	 50.023	 -0.032	 -0.087
          13284	  0.095	 50.233	 -0.028	 -0.081
          13285	  0.095	 49.814	 -0.027	 -0.088
          13286	  0.100	 50.233	 -0.022	 -0.090
          13287	  0.095	 49.605	 -0.018	 -0.107
          13288	  0.120	 50.023	 -0.016	 -0.116
          13289	  0.100	 49.605	 -0.017	 -0.123
          13290	  0.110	 49.605	 -0.016	 -0.130
          13291	  0.105	 49.395	 -0.014	 -0.135
          13292	  0.115	 49.605	 -0.018	 -0.139
          13293	  0.120	 49.395	 -0.019	 -0.139
          13294	  0.120	 49.186	 -0.019	 -0.133
          13295	  0.115	 49.395	 -0.021	 -0.139
          13296	  0.120	 49.605	 -0.021	 -0.133
          13297	  0.135	 48.977	 -0.021	 -0.145
          13298	  0.130	 48.767	 -0.023	 -0.146
          13299	  0.125	 49.395	 -0.029	 -0.139
          13300	  0.140	 49.605	 -0.029	 -0.171
          13301	  0.150	 49.605	 -0.028	 -0.168
          13302	  0.140	 49.814	 -0.028	 -0.186
          13303	  0.155	 50.860	 -0.028	 -0.180
          13304	  0.160	 51.488	 -0.028	 -0.191
          13305	  0.155	 53.163	 -0.025	 -0.187
          13306	  0.165	 54.837	 -0.025	 -0.197
          13307	  0.170	 57.140	 -0.023	 -0.177
          13308	  0.175	 59.233	 -0.021	 -0.183
          13309	  0.190	 62.163	 -0.021	 -0.175
          13310	  0.190	 64.674	 -0.022	 -0.193
          13311	  0.190	 67.814	 -0.022	 -0.200
          13312	  0.205	 70.535	 -0.021	 -0.203
          13313	  0.200	 73.884	 -0.021	 -0.219
          13314	  0.215	 76.395	 -0.023	 -0.225
          13315	  0.210	 80.163	 -0.022	 -0.232
          13316	  0.235	 83.930	 -0.019	 -0.243
          13317	  0.230	 87.279	 -0.020	 -0.249
          13318	  0.240	 90.628	 -0.017	 -0.238
          13319	  0.240	 93.139	 -0.014	 -0.233
          13320	  0.240	 96.488	 -0.013	 -0.232
          13321	  0.240	 99.419	 -0.009	 -0.236
          13322	  0.240	101.930	 -0.005	 -0.242
          13323	  0.240	104.023	 -0.004	 -0.255
          13324	  0.230	106.744	 -0.005	 -0.258
          13325	  0.240	109.046	 -0.002	 -0.268
          13326	  0.230	110.930	 -0.001	 -0.270
          13327	  0.255	112.605	 -0.001	 -0.290
          13328	  0.240	114.279	 -0.004	 -0.297
          13329	  0.220	115.326	 -0.004	 -0.290
          13330	  0.205	115.953	 -0.006	 -0.278
          13331	  0.200	116.791	 -0.007	 -0.293
          13332	  0.180	116.791	 -0.009	 -0.284
          13333	  0.165	116.163	 -0.012	 -0.288
          13334	  0.140	115.744	 -0.013	 -0.284
          13335	  0.130	114.907	 -0.018	 -0.296
          13336	  0.115	113.442	 -0.018	 -0.294
          13337	  0.100	112.814	 -0.018	 -0.307
          13338	  0.075	111.558	 -0.019	 -0.310
          13339	  0.060	110.302	 -0.020	 -0.319
          13340	  0.050	108.628	 -0.017	 -0.325
          13341	  0.030	107.372	 -0.015	 -0.319
          13342	  0.025	104.860	 -0.016	 -0.322
          13343	  0.015	104.023	 -0.014	 -0.319
          13344	  0.010	101.930	 -0.013	 -0.317
          13345	  0.005	100.465	 -0.011	 -0.314
          13346	 -0.000	 99.209	 -0.012	 -0.313
          13347	 -0.000	 97.326	 -0.011	 -0.310
          13348	 -0.010	 96.279	 -0.013	 -0.317
          13349	 -0.015	 94.605	 -0.017	 -0.316
          13350	 -0.010	 93.139	 -0.019	 -0.335
          13351	 -0.000	 92.093	 -0.020	 -0.332
          13352	 -0.005	 90.837	 -0.023	 -0.352
          13353	 -0.010	 88.953	 -0.027	 -0.346
          13354	 -0.010	 88.326	 -0.029	 -0.345
          13355	 -0.010	 87.279	 -0.031	 -0.332
          13356	 -0.015	 86.442	 -0.031	 -0.332
          13357	 -0.000	 84.977	 -0.032	 -0.325
          13358	 -0.000	 83.930	 -0.032	 -0.329
          13359	  0.005	 83.302	 -0.034	 -0.325
          13360	  0.005	 82.256	 -0.036	 -0.348
          13361	  0.005	 82.046	 -0.036	 -0.354
          13362	  0.005	 81.000	 -0.034	 -0.354
          13363	 -0.000	 80.791	 -0.037	 -0.368
          13364	  0.015	 80.163	 -0.039	 -0.372
          13365	  0.020	 78.907	 -0.035	 -0.365
          13366	  0.015	 78.698	 -0.032	 -0.375
          13367	  0.010	 78.488	 -0.034	 -0.365
          13368	  0.025	 77.860	 -0.032	 -0.371
          13369	  0.005	 77.023	 -0.030	 -0.357
          13370	  0.025	 76.814	 -0.029	 -0.364
          13371	  0.020	 76.395	 -0.027	 -0.354
          13372	  0.020	 75.977	 -0.024	 -0.361
          13373	  0.030	 75.139	 -0.025	 -0.371
          13374	  0.040	 73.884	 -0.027	 -0.381
          13375	  0.020	 73.884	 -0.027	 -0.386
          13376	  0.050	 73.046	 -0.023	 -0.388
          13377	  0.045	 72.419	 -0.023	 -0.406
          13378	  0.030	 72.000	 -0.023	 -0.400
          13379	  0.040	 70.744	 -0.021	 -0.383
          13380	  0.045	 70.744	 -0.020	 -0.387
          13381	  0.050	 70.326	 -0.018	 -0.383
          13382	  0.045	 69.488	 -0.016	 -0.365
          13383	  0.035	 68.860	 -0.013	 -0.384
          13384	  0.040	 68.442	 -0.011	 -0.364
          13385	  0.050	 68.023	 -0.012	 -0.387
          13386	  0.050	 67.186	 -0.014	 -0.406
          13387	  0.040	 66.349	 -0.013	 -0.412
          13388	  0.055	 66.349	 -0.019	 -0.414
          13389	  0.050	 65.512	 -0.023	 -0.416
          13390	  0.055	 65.302	 -0.023	 -0.423
          13391	  0.050	 64.674	 -0.023	 -0.425
          13392	  0.050	 65.512	 -0.025	 -0.422
          13393	  0.035	 65.512	 -0.025	 -0.416
          13394	  0.060	 64.674	 -0.024	 -0.414
          13395	  0.050	 65.093	 -0.024	 -0.410
          13396	  0.050	 65.093	 -0.022	 -0.425
          13397	  0.050	 65.093	 -0.020	 -0.435
          13398	  0.040	 64.674	 -0.018	 -0.446
          13399	  0.060	 65.512	 -0.021	 -0.436
          13400	  0.060	 65.093	 -0.017	 -0.446
          13401	  0.060	 65.721	 -0.014	 -0.458
          13402	  0.080	 65.721	 -0.012	 -0.448
          13403	  0.065	 66.349	 -0.011	 -0.449
          13404	  0.060	 66.558	 -0.010	 -0.458
          13405	  0.065	 66.977	 -0.007	 -0.430
          13406	  0.070	 67.395	 -0.008	 -0.435
          13407	  0.050	 68.023	 -0.009	 -0.442
          13408	  0.060	 67.814	 -0.010	 -0.452
          13409	  0.065	 68.442	 -0.011	 -0.435
          13410	  0.070	 69.070	 -0.014	 -0.443
          13411	  0.045	 68.860	 -0.014	 -0.452
          13412	  0.070	 69.698	 -0.013	 -0.458
          13413	  0.065	 69.698	 -0.014	 -0.438
          13414	  0.060	 69.907	 -0.014	 -0.455
          13415	  0.055	 69.907	 -0.011	 -0.451
          13416	  0.080	 70.535	 -0.007	 -0.438
          13417	  0.060	 70.744	 -0.007	 -0.446
          13418	  0.065	 70.744	 -0.010	 -0.446
          13419	  0.080	 70.535	 -0.011	 -0.426
          13420	  0.080	 70.535	 -0.016	 -0.423
          13421	  0.065	 71.372	 -0.016	 -0.446
          13422	  0.070	 71.372	 -0.019	 -0.445
          13423	  0.080	 71.372	 -0.021	 -0.445
          13424	  0.075	 71.163	 -0.026	 -0.464
          13425	  0.075	 70.953	 -0.027	 -0.455
          13426	  0.070	 71.163	 -0.030	 -0.475
          13427	  0.075	 70.953	 -0.033	 -0.458
          13428	  0.080	 70.953	 -0.036	 -0.470
          13429	  0.080	 70.535	 -0.037	 -0.445
          13430	  0.080	 71.163	 -0.038	 -0.458
          13431	  0.080	 70.953	 -0.038	 -0.441
          13432	  0.080	 70.535	 -0.040	 -0.441
          13433	  0.070	 70.116	 -0.042	 -0.459
          13434	  0.080	 69.698	 -0.040	 -0.435
          13435	  0.080	 69.698	 -0.041	 -0.471
          13436	  0.085	 69.698	 -0.037	 -0.457
          13437	  0.075	 69.070	 -0.034	 -0.475
          13438	  0.090	 68.860	 -0.034	 -0.457
          13439	  0.080	 68.651	 -0.033	 -0.480
          13440	  0.100	 68.442	 -0.029	 -0.454
          13441	  0.080	 68.233	 -0.025	 -0.468
          13442	  0.085	 68.023	 -0.024	 -0.449
          13443	  0.075	 67.814	 -0.026	 -0.461
          13444	  0.085	 67.186	 -0.026	 -0.438
          13445	  0.070	 66.767	 -0.027	 -0.452
          13446	  0.080	 66.558	 -0.029	 -0.449
          13447	  0.075	 66.349	 -0.029	 -0.451
          13448	  0.080	 65.512	 -0.028	 -0.475
          13449	  0.080	 65.093	 -0.031	 -0.462
          13450	  0.080	 65.093	 -0.029	 -0.470
          13451	  0.095	 64.674	 -0.026	 -0.467
          13452	  0.085	 64.046	 -0.027	 -0.451
          13453	  0.085	 63.837	 -0.027	 -0.462
          13454	  0.090	 63.419	 -0.026	 -0.443
          13455	  0.100	 63.000	 -0.025	 -0.438
          13456	  0.085	 62.581	 -0.022	 -0.443
          13457	  0.095	 61.535	 -0.021	 -0.423
          13458	  0.100	 61.535	 -0.021	 -0.414
          13459	  0.105	 61.326	 -0.021	 -0.417
          13460	  0.105	 60.488	 -0.020	 -0.439
          13461	  0.115	 60.279	 -0.020	 -0.433
          13462	  0.125	 60.279	 -0.018	 -0.425
          13463	  0.120	 60.070	 -0.018	 -0.445
          13464	  0.120	 59.651	 -0.020	 -0.426
          13465	  0.135	 58.186	 -0.020	 -0.417
          13466	  0.140	 59.023	 -0.017	 -0.417
          13467	  0.135	 58.814	 -0.020	 -0.423
          13468	  0.145	 58.186	 -0.021	 -0.409
          13469	  0.155	 57.558	 -0.021	 -0.400
          13470	  0.160	 57.977	 -0.021	 -0.386
          13471	  0.145	 57.977	 -0.021	 -0.403
          13472	  0.150	 57.558	 -0.019	 -0.406
          13473	  0.140	 56.930	 -0.022	 -0.429
          13474	  0.140	 56.721	 -0.025	 -0.416
          13475	  0.140	 56.302	 -0.025	 -0.410
          13476	  0.125	 56.302	 -0.023	 -0.417
          13477	  0.120	 56.093	 -0.021	 -0.426
          13478	  0.120	 55.465	 -0.020	 -0.410
          13479	  0.110	 55.465	 -0.020	 -0.412
          13480	  0.100	 55.465	 -0.018	 -0.399
          13481	  0.105	 55.256	 -0.018	 -0.404
          13482	  0.100	 54.628	 -0.018	 -0.403
          13483	  0.095	 54.419	 -0.018	 -0.412
          13484	  0.075	 54.419	 -0.017	 -0.412
          13485	  0.075	 53.791	 -0.017	 -0.428
          13486	  0.065	 54.000	 -0.015	 -0.422
          13487	  0.080	 54.000	 -0.016	 -0.419
          13488	  0.080	 53.581	 -0.017	 -0.412
          13489	  0.085	 53.372	 -0.021	 -0.412
          13490	  0.080	 53.163	 -0.019	 -0.406
          13491	  0.080	 53.163	 -0.019	 -0.399
          13492	  0.075	 52.953	 -0.022	 -0.394
          13493	  0.080	 52.953	 -0.024	 -0.378
          13494	  0.085	 52.744	 -0.026	 -0.372
          13495	  0.095	 52.744	 -0.029	 -0.383
          13496	  0.080	 52.535	 -0.027	 -0.399
          13497	  0.080	 52.535	 -0.026	 -0.404
          13498	  0.090	 52.326	 -0.024	 -0.425
          13499	  0.080	 52.535	 -0.026	 -0.419
          13500	  0.080	 52.116	 -0.026	 -0.420
          13501	  0.085	 51.907	 -0.025	 -0.412
          13502	  0.140	 51.698	 -0.024	 -0.401
          13503	  0.155	 51.698	 -0.025	 -0.386
          13504	  0.225	 52.116	 -0.021	 -0.387
          13505	  0.325	 51.488	 -0.014	 -0.384
          13506	  0.515	 51.279	 -0.006	 -0.388
          13507	  0.715	 51.488	  0.001	 -0.365
          13508	  0.915	 51.279	  0.003	 -0.381
          13509	  0.960	 51.488	 -0.001	 -0.383
          13510	  0.760	 51.279	 -0.011	 -0.388
          13511	  0.435	 51.070	 -0.022	 -0.388
          13512	  0.070	 50.860	 -0.033	 -0.401
          13513	 -0.190	 50.860	 -0.040	 -0.394
          13514	 -0.325	 51.070	 -0.045	 -0.394
          13515	 -0.300	 50.442	 -0.039	 -0.387
          13516	 -0.195	 51.070	 -0.033	 -0.378
          13517	 -0.085	 50.442	 -0.032	 -0.386
          13518	 -0.025	 50.651	 -0.028	 -0.394
          13519	 -0.000	 50.023	 -0.025	 -0.393
          13520	  0.035	 50.651	 -0.022	 -0.381
          13521	  0.060	 51.070	 -0.020	 -0.394
          13522	  0.080	 50.860	 -0.016	 -0.400
          13523	  0.070	 50.442	 -0.015	 -0.410
          13524	  0.075	 50.023	 -0.014	 -0.400
          13525	  0.080	 50.442	 -0.011	 -0.406
          13526	  0.070	 50.442	 -0.009	 -0.391
          13527	  0.080	 50.442	 -0.009	 -0.393
          13528	  0.075	 50.233	 -0.012	 -0.388
          13529	  0.090	 50.023	 -0.012	 -0.393
          13530	  0.080	 49.605	 -0.012	 -0.367
          13531	  0.085	 50.233	 -0.012	 -0.368
          13532	  0.085	 50.023	 -0.012	 -0.377
          13533	  0.090	 49.814	 -0.011	 -0.383
          13534	  0.095	 49.605	 -0.010	 -0.362
          13535	  0.100	 50.023	 -0.011	 -0.378
          13536	  0.105	 49.605	 -0.010	 -0.386
