sample interval	    ECG	     BP	(C4-A1)	(nasal)	(chest)	    EOG	    EMG
          11075	 -0.178	 99.222	 -0.005	 -0.008	 -0.115	 -0.092	 -0.006
          11076	 -0.172	 99.649	 -0.000	 -0.007	 -0.114	 -0.092	  0.006
          11077	 -0.178	 99.863	  0.001	 -0.006	 -0.114	 -0.094	 -0.000
          11078	 -0.184	100.076	 -0.005	 -0.004	 -0.113	 -0.094	 -0.005
          11079	 -0.208	100.396	 -0.000	 -0.004	 -0.113	 -0.095	 -0.002
          11080	 -0.190	100.396	  0.003	 -0.004	 -0.113	 -0.093	  0.003
          11081	 -0.184	100.609	  0.002	 -0.006	 -0.113	 -0.091	  0.009
          11082	 -0.170	100.609	 -0.000	 -0.004	 -0.113	 -0.090	  0.002
          11083	 -0.210	100.716	  0.001	 -0.004	 -0.112	 -0.088	  0.005
          11084	 -0.182	100.503	 -0.003	 -0.001	 -0.112	 -0.090	  0.006
          11085	 -0.188	100.503	 -0.004	 -0.001	 -0.111	 -0.091	  0.003
          11086	 -0.192	100.289	 -0.004	 -0.000	 -0.111	 -0.094	 -0.000
          11087	 -0.170	100.076	 -0.012	  0.001	 -0.111	 -0.097	  0.003
          11088	 -0.198	100.076	 -0.013	 -0.000	 -0.111	 -0.094	  0.021
          11089	 -0.184	 99.863	 -0.010	  0.002	 -0.111	 -0.092	  0.001
          11090	 -0.190	 99.649	 -0.012	  0.002	 -0.111	 -0.085	  0.006
          11091	 -0.186	 99.222	 -0.011	  0.004	 -0.110	 -0.088	 -0.008
          11092	 -0.178	 98.902	 -0.004	  0.004	 -0.109	 -0.088	 -0.002
          11093	 -0.186	 98.582	 -0.004	  0.004	 -0.109	 -0.093	  0.006
          11094	 -0.166	 98.369	  0.004	  0.005	 -0.108	 -0.098	  0.003
          11095	 -0.166	 97.835	 -0.006	  0.006	 -0.108	 -0.097	  0.004
          11096	 -0.192	 97.515	 -0.005	  0.008	 -0.108	 -0.097	  0.002
          11097	 -0.192	 96.982	 -0.002	  0.011	 -0.107	 -0.098	  0.005
          11098	 -0.184	 96.662	 -0.001	  0.013	 -0.106	 -0.098	  0.004
          11099	 -0.158	 96.022	  0.004	  0.014	 -0.106	 -0.098	  0.007
          11100	 -0.192	 95.808	  0.003	  0.017	 -0.105	 -0.101	 -0.000
          11101	 -0.136	 95.382	  0.002	  0.021	 -0.104	 -0.101	  0.011
          11102	 -0.158	 94.848	  0.019	  0.022	 -0.103	 -0.103	  0.004
          11103	 -0.118	 94.315	  0.006	  0.026	 -0.102	 -0.105	 -0.002
          11104	 -0.072	 93.995	 -0.000	  0.030	 -0.102	 -0.106	 -0.001
          11105	 -0.084	 93.461	 -0.000	  0.034	 -0.101	 -0.107	  0.003
          11106	 -0.098	 93.034	 -0.005	  0.037	 -0.101	 -0.105	  0.005
          11107	 -0.104	 92.501	 -0.008	  0.041	 -0.100	 -0.107	 -0.000
          11108	 -0.074	 92.074	 -0.002	  0.044	 -0.099	 -0.109	  0.005
          11109	 -0.064	 91.541	 -0.004	  0.050	 -0.098	 -0.111	 -0.007
          11110	 -0.076	 91.221	 -0.002	  0.051	 -0.097	 -0.113	  0.003
          11111	 -0.000	 90.687	 -0.003	  0.053	 -0.097	 -0.112	  0.004
          11112	 -0.010	 90.260	 -0.000	  0.057	 -0.095	 -0.108	  0.010
          11113	  0.024	 89.834	  0.001	  0.059	 -0.094	 -0.107	 -0.000
          11114	  0.040	 89.407	 -0.002	  0.065	 -0.093	 -0.110	  0.013
          11115	  0.054	 88.980	  0.006	  0.072	 -0.093	 -0.110	  0.002
          11116	  0.032	 88.553	  0.003	  0.076	 -0.092	 -0.113	 -0.002
          11117	  0.024	 88.020	  0.007	  0.081	 -0.091	 -0.113	 -0.001
          11118	  0.014	 87.593	  0.003	  0.085	 -0.090	 -0.114	  0.003
          11119	  0.002	 87.273	  0.008	  0.091	 -0.090	 -0.111	  0.003
          11120	  0.006	 86.846	  0.005	  0.095	 -0.090	 -0.111	  0.003
          11121	 -0.004	 86.420	  0.000	  0.100	 -0.089	 -0.109	  0.006
          11122	 -0.040	 86.206	 -0.001	  0.103	 -0.088	 -0.107	  0.003
          11123	 -0.034	 85.779	 -0.002	  0.110	 -0.088	 -0.107	  0.004
          11124	 -0.168	 85.353	 -0.001	  0.113	 -0.087	 -0.106	  0.001
          11125	 -0.204	 85.139	 -0.004	  0.118	 -0.086	 -0.105	  0.003
          11126	 -0.248	 84.819	 -0.001	  0.121	 -0.086	 -0.106	 -0.004
          11127	 -0.280	 84.499	 -0.008	  0.126	 -0.085	 -0.104	 -0.003
          11128	 -0.246	 84.286	 -0.007	  0.131	 -0.084	 -0.105	 -0.000
          11129	 -0.268	 83.966	 -0.005	  0.133	 -0.084	 -0.106	  0.004
          11130	 -0.264	 83.646	 -0.007	  0.139	 -0.083	 -0.109	  0.004
          11131	 -0.306	 83.432	 -0.002	  0.143	 -0.083	 -0.111	 -0.002
          11132	 -0.254	 83.112	 -0.008	  0.149	 -0.082	 -0.113	  0.003
          11133	 -0.286	 82.899	 -0.002	  0.154	 -0.081	 -0.113	  0.005
          11134	 -0.260	 82.579	 -0.007	  0.157	 -0.080	 -0.114	  0.000
          11135	 -0.304	 82.579	 -0.008	  0.162	 -0.079	 -0.115	  0.002
          11136	 -0.276	 82.259	 -0.008	  0.167	 -0.078	 -0.117	  0.001
          11137	 -0.280	 82.152	 -0.009	  0.172	 -0.077	 -0.116	  0.005
          11138	 -0.300	 82.045	 -0.004	  0.175	 -0.075	 -0.117	  0.030
          11139	 -0.294	 81.832	 -0.001	  0.181	 -0.075	 -0.117	 -0.001
          11140	 -0.298	 81.725	 -0.001	  0.186	 -0.075	 -0.117	  0.010
          11141	 -0.304	 81.725	 -0.003	  0.192	 -0.074	 -0.118	 -0.001
          11142	 -0.310	 81.405	 -0.014	  0.196	 -0.073	 -0.119	 -0.002
          11143	 -0.306	 81.405	 -0.013	  0.201	 -0.072	 -0.117	  0.001
          11144	 -0.314	 81.405	 -0.013	  0.207	 -0.071	 -0.116	  0.003
          11145	 -0.340	 81.192	 -0.017	  0.211	 -0.070	 -0.114	  0.021
          11146	 -0.364	 81.192	 -0.018	  0.215	 -0.070	 -0.111	 -0.002
          11147	 -0.404	 81.085	 -0.016	  0.219	 -0.068	 -0.109	  0.005
          11148	 -0.376	 80.978	 -0.012	  0.224	 -0.067	 -0.109	 -0.008
          11149	 -0.186	 80.765	 -0.008	  0.229	 -0.066	 -0.111	 -0.010
          11150	  0.082	 80.872	 -0.003	  0.235	 -0.066	 -0.112	  0.002
          11151	  0.652	 80.658	  0.003	  0.239	 -0.065	 -0.118	  0.007
          11152	  1.316	 80.445	  0.029	  0.245	 -0.064	 -0.120	  0.012
          11153	  2.040	 80.445	  0.031	  0.253	 -0.063	 -0.125	  0.011
          11154	  2.296	 80.445	  0.040	  0.261	 -0.063	 -0.131	  0.010
          11155	  2.160	 80.338	  0.027	  0.266	 -0.062	 -0.134	  0.015
          11156	  1.568	 80.338	  0.025	  0.269	 -0.061	 -0.132	  0.007
          11157	  0.724	 80.231	  0.012	  0.272	 -0.059	 -0.128	  0.011
          11158	 -0.118	 80.125	  0.008	  0.276	 -0.058	 -0.121	  0.001
          11159	 -0.456	 79.911	 -0.002	  0.280	 -0.058	 -0.113	  0.004
          11160	 -0.818	 79.911	 -0.008	  0.283	 -0.057	 -0.109	  0.002
          11161	 -0.896	 79.698	 -0.011	  0.286	 -0.056	 -0.102	 -0.008
          11162	 -0.846	 79.591	 -0.011	  0.292	 -0.055	 -0.101	  0.003
          11163	 -0.780	 79.485	 -0.014	  0.297	 -0.054	 -0.097	 -0.002
          11164	 -0.746	 79.485	 -0.011	  0.302	 -0.053	 -0.097	  0.007
          11165	 -0.646	 79.378	 -0.013	  0.305	 -0.052	 -0.097	  0.005
          11166	 -0.584	 79.165	 -0.012	  0.312	 -0.050	 -0.100	 -0.005
          11167	 -0.510	 79.058	 -0.004	  0.316	 -0.049	 -0.102	  0.009
          11168	 -0.522	 78.738	 -0.022	  0.324	 -0.049	 -0.102	 -0.018
          11169	 -0.496	 78.738	  0.002	  0.329	 -0.047	 -0.106	  0.005
          11170	 -0.474	 78.631	 -0.002	  0.331	 -0.047	 -0.100	 -0.004
          11171	 -0.472	 78.418	 -0.007	  0.336	 -0.046	 -0.100	 -0.005
          11172	 -0.432	 78.311	 -0.012	  0.342	 -0.045	 -0.102	 -0.002
          11173	 -0.418	 78.098	 -0.004	  0.346	 -0.045	 -0.102	  0.004
          11174	 -0.444	 77.884	 -0.016	  0.349	 -0.044	 -0.108	  0.002
          11175	 -0.416	 77.778	 -0.013	  0.354	 -0.043	 -0.110	 -0.001
          11176	 -0.444	 77.458	 -0.019	  0.358	 -0.042	 -0.112	  0.005
          11177	 -0.424	 77.244	 -0.010	  0.364	 -0.041	 -0.116	 -0.004
          11178	 -0.450	 77.137	 -0.024	  0.369	 -0.040	 -0.113	  0.011
          11179	 -0.432	 77.031	 -0.012	  0.373	 -0.039	 -0.117	 -0.002
          11180	 -0.408	 76.604	 -0.006	  0.379	 -0.038	 -0.117	  0.008
          11181	 -0.384	 76.391	  0.005	  0.382	 -0.037	 -0.117	  0.002
          11182	 -0.390	 76.177	 -0.002	  0.385	 -0.036	 -0.119	 -0.003
          11183	 -0.384	 76.071	  0.006	  0.388	 -0.035	 -0.119	 -0.004
          11184	 -0.386	 75.750	  0.014	  0.392	 -0.034	 -0.120	  0.003
          11185	 -0.360	 75.750	  0.004	  0.398	 -0.032	 -0.121	  0.004
          11186	 -0.380	 75.430	 -0.008	  0.401	 -0.031	 -0.122	  0.003
          11187	 -0.362	 75.324	 -0.004	  0.406	 -0.031	 -0.123	  0.006
          11188	 -0.368	 75.110	 -0.007	  0.408	 -0.030	 -0.121	  0.004
          11189	 -0.352	 75.110	 -0.015	  0.411	 -0.029	 -0.117	  0.001
          11190	 -0.312	 75.004	 -0.013	  0.416	 -0.029	 -0.116	  0.004
          11191	 -0.298	 74.790	 -0.008	  0.422	 -0.027	 -0.113	 -0.002
          11192	 -0.332	 74.790	 -0.020	  0.423	 -0.027	 -0.112	  0.005
          11193	 -0.312	 74.470	 -0.004	  0.428	 -0.026	 -0.112	  0.006
          11194	 -0.332	 74.470	 -0.007	  0.434	 -0.025	 -0.116	 -0.005
          11195	 -0.312	 74.470	 -0.000	  0.435	 -0.023	 -0.115	 -0.001
          11196	 -0.304	 74.470	 -0.007	  0.439	 -0.023	 -0.116	  0.009
          11197	 -0.272	 74.470	  0.001	  0.443	 -0.022	 -0.116	  0.006
          11198	 -0.300	 74.577	 -0.003	  0.446	 -0.021	 -0.113	  0.008
          11199	 -0.280	 74.897	  0.002	  0.450	 -0.020	 -0.112	  0.007
          11200	 -0.258	 75.324	 -0.010	  0.451	 -0.019	 -0.112	  0.027
          11201	 -0.286	 76.071	 -0.011	  0.454	 -0.018	 -0.114	 -0.001
          11202	 -0.272	 77.244	 -0.003	  0.456	 -0.017	 -0.115	  0.011
          11203	 -0.226	 78.418	 -0.008	  0.458	 -0.016	 -0.118	 -0.005
          11204	 -0.232	 80.125	 -0.007	  0.462	 -0.015	 -0.122	  0.002
          11205	 -0.216	 81.832	 -0.002	  0.465	 -0.014	 -0.123	 -0.008
          11206	 -0.188	 83.859	 -0.014	  0.466	 -0.013	 -0.119	 -0.003
          11207	 -0.208	 85.993	 -0.003	  0.469	 -0.013	 -0.121	 -0.000
          11208	 -0.188	 88.447	 -0.008	  0.473	 -0.012	 -0.120	 -0.005
          11209	 -0.184	 91.114	 -0.004	  0.477	 -0.011	 -0.121	  0.002
          11210	 -0.176	 93.781	 -0.002	  0.480	 -0.011	 -0.122	  0.002
          11211	 -0.164	 96.662	 -0.013	  0.482	 -0.010	 -0.123	  0.004
          11212	 -0.126	 99.436	 -0.004	  0.485	 -0.009	 -0.122	 -0.002
          11213	 -0.132	102.316	 -0.000	  0.486	 -0.009	 -0.119	 -0.002
          11214	 -0.112	105.411	 -0.002	  0.488	 -0.008	 -0.118	  0.009
          11215	 -0.116	108.505	 -0.005	  0.491	 -0.007	 -0.117	  0.027
          11216	 -0.106	111.599	 -0.004	  0.491	 -0.006	 -0.119	 -0.011
          11217	 -0.108	114.373	 -0.013	  0.491	 -0.006	 -0.119	  0.004
          11218	 -0.086	117.146	 -0.024	  0.489	 -0.005	 -0.120	 -0.003
          11219	 -0.064	119.707	  0.003	  0.491	 -0.005	 -0.121	 -0.006
          11220	 -0.044	122.054	 -0.010	  0.489	 -0.005	 -0.122	  0.021
          11221	 -0.046	124.295	 -0.004	  0.491	 -0.004	 -0.125	 -0.002
          11222	 -0.074	126.322	 -0.011	  0.491	 -0.004	 -0.129	  0.012
          11223	 -0.098	128.136	 -0.005	  0.491	 -0.003	 -0.129	 -0.004
          11224	 -0.096	129.523	 -0.007	  0.493	 -0.002	 -0.130	  0.003
          11225	 -0.104	130.910	  0.001	  0.493	 -0.001	 -0.129	 -0.003
          11226	 -0.122	131.977	 -0.013	  0.494	 -0.001	 -0.126	  0.003
          11227	 -0.100	132.830	  0.005	  0.494	 -0.000	 -0.126	  0.018
          11228	 -0.122	133.363	 -0.003	  0.494	 -0.000	 -0.126	 -0.006
          11229	 -0.138	133.897	  0.004	  0.494	  0.000	 -0.129	  0.011
          11230	 -0.150	134.110	  0.014	  0.495	  0.001	 -0.131	 -0.000
          11231	 -0.144	134.217	  0.011	  0.496	  0.002	 -0.134	 -0.001
          11232	 -0.176	134.430	  0.006	  0.498	  0.003	 -0.138	  0.016
          11233	 -0.170	134.217	  0.000	  0.499	  0.004	 -0.139	 -0.014
          11234	 -0.196	134.004	  0.007	  0.500	  0.004	 -0.138	  0.007
          11235	 -0.216	133.790	  0.005	  0.501	  0.005	 -0.138	  0.000
          11236	 -0.256	133.577	  0.002	  0.501	  0.007	 -0.133	 -0.012
          11237	 -0.276	133.043	 -0.008	  0.502	  0.007	 -0.136	  0.003
          11238	 -0.280	132.510	 -0.008	  0.516	  0.009	 -0.133	  0.017
          11239	 -0.312	132.083	 -0.002	  0.505	  0.009	 -0.138	 -0.002
          11240	 -0.292	131.656	 -0.004	  0.506	  0.010	 -0.143	  0.012
          11241	 -0.288	131.230	 -0.000	  0.507	  0.011	 -0.146	  0.002
          11242	 -0.250	130.590	 -0.006	  0.507	  0.011	 -0.148	 -0.002
          11243	 -0.270	129.949	 -0.007	  0.508	  0.013	 -0.148	  0.028
          11244	 -0.264	129.523	 -0.009	  0.509	  0.013	 -0.148	 -0.011
          11245	 -0.280	128.989	 -0.019	  0.511	  0.013	 -0.147	  0.010
          11246	 -0.264	128.349	 -0.013	  0.513	  0.014	 -0.148	  0.001
          11247	 -0.264	127.816	 -0.002	  0.515	  0.014	 -0.150	 -0.002
          11248	 -0.280	127.389	 -0.010	  0.516	  0.016	 -0.150	  0.001
          11249	 -0.278	126.855	 -0.014	  0.516	  0.017	 -0.150	 -0.004
          11250	 -0.262	126.322	 -0.013	  0.516	  0.018	 -0.149	  0.003
          11251	 -0.268	125.788	 -0.011	  0.517	  0.019	 -0.148	 -0.000
          11252	 -0.288	125.362	  0.013	  0.519	  0.020	 -0.150	  0.027
          11253	 -0.278	125.042	 -0.001	  0.520	  0.021	 -0.150	  0.001
          11254	 -0.276	124.508	 -0.002	  0.521	  0.022	 -0.148	  0.011
          11255	 -0.312	123.975	 -0.007	  0.525	  0.023	 -0.147	  0.000
          11256	 -0.296	123.548	 -0.012	  0.526	  0.024	 -0.145	  0.004
          11257	 -0.274	123.121	 -0.011	  0.527	  0.025	 -0.145	  0.005
          11258	 -0.282	122.801	 -0.007	  0.527	  0.026	 -0.147	  0.021
          11259	 -0.262	122.268	 -0.005	  0.528	  0.026	 -0.144	 -0.004
          11260	 -0.262	121.841	 -0.005	  0.530	  0.027	 -0.142	  0.004
          11261	 -0.278	121.414	 -0.008	  0.530	  0.028	 -0.138	 -0.002
          11262	 -0.272	120.774	 -0.005	  0.533	  0.029	 -0.135	 -0.002
          11263	 -0.272	120.134	 -0.002	  0.532	  0.030	 -0.132	  0.004
          11264	 -0.280	119.494	 -0.009	  0.533	  0.031	 -0.129	  0.005
          11265	 -0.306	118.747	 -0.005	  0.532	  0.032	 -0.126	  0.005
          11266	 -0.268	117.680	 -0.005	  0.532	  0.033	 -0.125	  0.005
          11267	 -0.320	116.720	 -0.016	  0.530	  0.034	 -0.124	  0.009
          11268	 -0.272	115.546	 -0.005	  0.530	  0.035	 -0.123	  0.032
          11269	 -0.266	114.159	 -0.000	  0.528	  0.036	 -0.121	 -0.003
          11270	 -0.240	112.772	 -0.010	  0.527	  0.037	 -0.118	  0.013
          11271	 -0.296	111.278	 -0.008	  0.539	  0.039	 -0.118	 -0.005
          11272	 -0.260	109.785	 -0.015	  0.527	  0.040	 -0.120	 -0.004
          11273	 -0.256	108.078	 -0.005	  0.525	  0.041	 -0.124	 -0.001
          11274	 -0.208	106.157	 -0.010	  0.523	  0.041	 -0.128	  0.003
          11275	 -0.200	104.557	 -0.010	  0.523	  0.043	 -0.129	 -0.003
          11276	 -0.218	102.850	 -0.002	  0.522	  0.044	 -0.129	  0.005
          11277	 -0.166	101.356	 -0.006	  0.520	  0.045	 -0.129	 -0.000
          11278	 -0.196	 99.863	 -0.000	  0.520	  0.047	 -0.129	  0.005
          11279	 -0.232	 98.689	 -0.002	  0.519	  0.047	 -0.128	  0.006
          11280	 -0.200	 97.409	 -0.010	  0.519	  0.049	 -0.129	  0.004
          11281	 -0.256	 96.342	 -0.003	  0.519	  0.049	 -0.126	  0.007
          11282	 -0.200	 95.595	 -0.002	  0.519	  0.051	 -0.128	  0.004
          11283	 -0.168	 94.955	 -0.003	  0.518	  0.052	 -0.127	  0.012
          11284	 -0.160	 94.208	  0.004	  0.516	  0.053	 -0.128	  0.033
          11285	 -0.178	 93.995	  0.006	  0.515	  0.054	 -0.126	 -0.002
          11286	 -0.176	 93.675	  0.004	  0.514	  0.056	 -0.125	  0.009
          11287	 -0.168	 93.568	  0.008	  0.515	  0.057	 -0.120	 -0.006
          11288	 -0.184	 93.568	 -0.012	  0.513	  0.058	 -0.119	 -0.007
          11289	 -0.160	 93.675	  0.005	  0.513	  0.058	 -0.116	  0.003
          11290	 -0.166	 93.888	  0.002	  0.511	  0.059	 -0.116	  0.003
          11291	 -0.192	 94.101	  0.007	  0.511	  0.061	 -0.116	  0.005
          11292	 -0.170	 94.421	 -0.002	  0.508	  0.062	 -0.116	  0.007
          11293	 -0.176	 94.635	  0.002	  0.509	  0.062	 -0.116	 -0.010
          11294	 -0.174	 95.168	 -0.002	  0.509	  0.063	 -0.115	  0.010
          11295	 -0.176	 95.382	  0.002	  0.507	  0.065	 -0.115	  0.003
          11296	 -0.188	 95.808	 -0.006	  0.506	  0.065	 -0.115	 -0.001
          11297	 -0.188	 96.235	 -0.002	  0.506	  0.066	 -0.114	 -0.003
          11298	 -0.182	 96.769	 -0.008	  0.506	  0.068	 -0.117	  0.008
          11299	 -0.184	 96.982	  0.002	  0.504	  0.069	 -0.119	  0.001
          11300	 -0.160	 97.302	 -0.007	  0.502	  0.070	 -0.120	  0.000
          11301	 -0.180	 97.515	 -0.012	  0.500	  0.071	 -0.116	  0.033
          11302	 -0.174	 97.835	 -0.010	  0.498	  0.072	 -0.116	 -0.009
          11303	 -0.158	 98.156	 -0.008	  0.498	  0.073	 -0.113	  0.009
          11304	 -0.150	 98.262	 -0.000	  0.495	  0.074	 -0.115	 -0.001
          11305	 -0.182	 98.262	  0.002	  0.494	  0.075	 -0.118	 -0.005
          11306	 -0.198	 98.369	 -0.002	  0.491	  0.075	 -0.120	 -0.001
          11307	 -0.178	 98.369	 -0.009	  0.489	  0.076	 -0.123	  0.003
          11308	 -0.162	 98.369	 -0.006	  0.487	  0.076	 -0.124	 -0.003
          11309	 -0.164	 98.262	 -0.006	  0.486	  0.077	 -0.125	  0.002
          11310	 -0.152	 98.262	  0.006	  0.485	  0.078	 -0.125	  0.001
          11311	 -0.176	 98.049	  0.001	  0.482	  0.080	 -0.126	  0.001
          11312	 -0.192	 97.835	 -0.006	  0.481	  0.081	 -0.124	  0.005
          11313	 -0.158	 97.622	  0.006	  0.479	  0.081	 -0.123	  0.026
          11314	 -0.164	 97.409	  0.016	  0.477	  0.083	 -0.122	 -0.004
          11315	 -0.166	 97.089	  0.012	  0.477	  0.084	 -0.122	  0.011
          11316	 -0.210	 96.769	  0.007	  0.477	  0.085	 -0.124	 -0.005
          11317	 -0.218	 96.555	  0.006	  0.474	  0.086	 -0.124	 -0.001
          11318	 -0.182	 96.235	  0.004	  0.472	  0.087	 -0.126	 -0.005
          11319	 -0.180	 95.808	  0.013	  0.469	  0.088	 -0.125	 -0.002
          11320	 -0.176	 95.382	  0.015	  0.467	  0.089	 -0.125	  0.001
          11321	 -0.152	 94.955	  0.011	  0.465	  0.090	 -0.125	  0.004
          11322	 -0.098	 94.848	  0.018	  0.464	  0.091	 -0.122	  0.001
          11323	 -0.128	 94.421	  0.012	  0.464	  0.093	 -0.121	  0.007
          11324	 -0.132	 93.781	  0.022	  0.462	  0.093	 -0.123	 -0.005
          11325	 -0.112	 93.461	  0.015	  0.460	  0.094	 -0.122	  0.007
          11326	 -0.120	 93.034	  0.015	  0.459	  0.095	 -0.124	  0.003
          11327	 -0.128	 92.608	  0.017	  0.456	  0.097	 -0.122	 -0.008
          11328	 -0.066	 92.288	  0.013	  0.455	  0.097	 -0.118	  0.001
          11329	 -0.078	 91.967	  0.005	  0.454	  0.098	 -0.116	  0.002
          11330	 -0.038	 91.327	  0.008	  0.453	  0.099	 -0.114	  0.003
          11331	 -0.042	 90.794	  0.000	  0.449	  0.101	 -0.114	  0.002
          11332	  0.044	 90.474	  0.007	  0.448	  0.102	 -0.116	  0.004
          11333	 -0.004	 89.940	  0.011	  0.447	  0.102	 -0.117	  0.002
          11334	  0.032	 89.514	  0.006	  0.445	  0.104	 -0.115	  0.009
          11335	  0.028	 89.194	  0.002	  0.445	  0.104	 -0.114	  0.007
          11336	  0.036	 88.767	 -0.005	  0.443	  0.105	 -0.113	 -0.004
          11337	 -0.000	 88.233	 -0.006	  0.442	  0.106	 -0.113	 -0.001
          11338	 -0.034	 87.807	 -0.001	  0.439	  0.107	 -0.116	 -0.001
          11339	  0.006	 87.380	  0.005	  0.438	  0.108	 -0.118	  0.003
          11340	 -0.018	 87.060	  0.006	  0.435	  0.109	 -0.120	  0.005
          11341	 -0.056	 86.633	  0.010	  0.435	  0.110	 -0.121	 -0.006
          11342	 -0.072	 86.099	  0.003	  0.432	  0.111	 -0.122	  0.008
          11343	 -0.136	 85.779	  0.001	  0.431	  0.111	 -0.122	 -0.003
          11344	 -0.160	 85.459	  0.013	  0.430	  0.112	 -0.119	 -0.004
          11345	 -0.204	 84.926	  0.003	  0.427	  0.113	 -0.117	 -0.001
          11346	 -0.232	 84.712	  0.004	  0.427	  0.114	 -0.116	  0.001
          11347	 -0.264	 84.286	 -0.006	  0.427	  0.115	 -0.117	  0.003
          11348	 -0.296	 84.072	 -0.006	  0.426	  0.116	 -0.119	  0.003
          11349	 -0.288	 83.752	 -0.009	  0.424	  0.117	 -0.121	  0.030
          11350	 -0.256	 83.432	 -0.002	  0.422	  0.118	 -0.122	 -0.001
          11351	 -0.248	 83.112	 -0.003	  0.421	  0.119	 -0.121	  0.009
          11352	 -0.252	 82.899	 -0.004	  0.420	  0.119	 -0.116	 -0.003
          11353	 -0.234	 82.685	 -0.006	  0.422	  0.120	 -0.116	  0.006
          11354	 -0.266	 82.579	 -0.007	  0.419	  0.121	 -0.113	  0.006
          11355	 -0.280	 82.152	 -0.016	  0.420	  0.122	 -0.113	 -0.003
          11356	 -0.256	 82.045	 -0.005	  0.418	  0.123	 -0.112	 -0.002
          11357	 -0.254	 81.832	 -0.011	  0.418	  0.124	 -0.110	 -0.009
          11358	 -0.288	 81.618	 -0.000	  0.418	  0.124	 -0.108	  0.003
          11359	 -0.276	 81.298	 -0.007	  0.418	  0.125	 -0.107	  0.001
          11360	 -0.280	 81.298	 -0.007	  0.419	  0.126	 -0.109	  0.003
          11361	 -0.284	 81.192	 -0.003	  0.418	  0.127	 -0.109	 -0.003
          11362	 -0.314	 80.978	  0.002	  0.418	  0.128	 -0.112	  0.006
          11363	 -0.308	 80.872	 -0.003	  0.416	  0.128	 -0.113	  0.005
          11364	 -0.320	 80.765	 -0.000	  0.418	  0.129	 -0.113	 -0.004
          11365	 -0.304	 80.658	  0.002	  0.417	  0.130	 -0.113	 -0.002
          11366	 -0.368	 80.445	  0.001	  0.418	  0.131	 -0.114	  0.002
          11367	 -0.348	 80.445	 -0.004	  0.415	  0.132	 -0.117	  0.001
          11368	 -0.234	 80.445	  0.002	  0.414	  0.133	 -0.118	  0.003
          11369	 -0.028	 80.231	  0.008	  0.415	  0.134	 -0.121	  0.003
          11370	  0.490	 80.018	  0.016	  0.414	  0.134	 -0.126	  0.004
          11371	  1.086	 80.018	  0.031	  0.415	  0.135	 -0.131	  0.009
          11372	  1.720	 79.911	  0.041	  0.414	  0.136	 -0.137	  0.013
          11373	  1.964	 79.911	  0.041	  0.416	  0.137	 -0.140	  0.012
          11374	  2.022	 79.805	  0.033	  0.416	  0.137	 -0.137	  0.012
          11375	  1.470	 79.698	  0.018	  0.418	  0.138	 -0.131	  0.034
          11376	  0.800	 79.591	  0.011	  0.417	  0.138	 -0.123	 -0.000
          11377	 -0.040	 79.485	 -0.000	  0.416	  0.138	 -0.111	  0.018
          11378	 -0.428	 79.485	 -0.012	  0.418	  0.139	 -0.105	 -0.019
