'Time and date','ECG','BP','EEG (C4-A1)','Resp (sum)'
'[02:14:47.216 20/01/1989]',0.200,70.326,-0.014,-0.458
'[02:14:47.220 20/01/1989]',0.215,73.884,-0.013,-0.464
'[02:14:47.224 20/01/1989]',0.215,77.023,-0.012,-0.480
'[02:14:47.228 20/01/1989]',0.225,80.163,-0.013,-0.474
'[02:14:47.232 20/01/1989]',0.230,83.930,-0.012,-0.474
'[02:14:47.236 20/01/1989]',0.255,87.070,-0.013,-0.464
'[02:14:47.240 20/01/1989]',0.240,90.000,-0.015,-0.452
'[02:14:47.244 20/01/1989]',0.240,92.512,-0.016,-0.436
'[02:14:47.248 20/01/1989]',0.245,95.860,-0.015,-0.435
'[02:14:47.252 20/01/1989]',0.225,99.000,-0.017,-0.446
'[02:14:47.256 20/01/1989]',0.250,101.093,-0.018,-0.462
'[02:14:47.260 20/01/1989]',0.240,103.605,-0.015,-0.467
'[02:14:47.264 20/01/1989]',0.240,106.326,-0.013,-0.468
'[02:14:47.268 20/01/1989]',0.240,108.628,-0.012,-0.471
'[02:14:47.272 20/01/1989]',0.230,110.093,-0.010,-0.464
'[02:14:47.276 20/01/1989]',0.225,111.558,-0.009,-0.481
'[02:14:47.280 20/01/1989]',0.215,113.233,-0.010,-0.458
'[02:14:47.284 20/01/1989]',0.205,114.279,-0.008,-0.458
'[02:14:47.288 20/01/1989]',0.190,114.907,-0.005,-0.446
'[02:14:47.292 20/01/1989]',0.175,115.116,-0.004,-0.455
'[02:14:47.296 20/01/1989]',0.165,115.326,-0.007,-0.429
'[02:14:47.300 20/01/1989]',0.140,114.279,-0.006,-0.449
'[02:14:47.304 20/01/1989]',0.140,113.860,-0.004,-0.422
'[02:14:47.308 20/01/1989]',0.100,112.395,-0.003,-0.461
'[02:14:47.312 20/01/1989]',0.090,111.349,-0.003,-0.441
'[02:14:47.316 20/01/1989]',0.080,109.884,-0.004,-0.468
'[02:14:47.320 20/01/1989]',0.065,108.628,-0.002,-0.461
'[02:14:47.324 20/01/1989]',0.050,107.372,-0.003,-0.455
'[02:14:47.328 20/01/1989]',0.020,105.698,-0.003,-0.467
'[02:14:47.332 20/01/1989]',0.025,103.814,-0.001,-0.448
'[02:14:47.336 20/01/1989]',0.030,101.721,-0.002,-0.435
'[02:14:47.340 20/01/1989]',0.005,100.256,-0.005,-0.442
'[02:14:47.344 20/01/1989]',-0.000,99.209,-0.006,-0.438
'[02:14:47.348 20/01/1989]',-0.010,96.907,-0.004,-0.441
'[02:14:47.352 20/01/1989]',-0.015,95.651,-0.008,-0.435
'[02:14:47.356 20/01/1989]',-0.000,93.558,-0.008,-0.448
'[02:14:47.360 20/01/1989]',-0.020,91.884,-0.006,-0.455
'[02:14:47.364 20/01/1989]',-0.010,91.046,-0.005,-0.464
'[02:14:47.368 20/01/1989]',-0.010,89.163,-0.007,-0.454
'[02:14:47.372 20/01/1989]',-0.015,88.116,-0.009,-0.446
'[02:14:47.376 20/01/1989]',-0.015,86.442,-0.012,-0.465
'[02:14:47.380 20/01/1989]',-0.015,85.186,-0.015,-0.464
'[02:14:47.384 20/01/1989]',-0.010,84.349,-0.016,-0.452
'[02:14:47.388 20/01/1989]',-0.000,82.465,-0.015,-0.432
'[02:14:47.392 20/01/1989]',-0.000,81.419,-0.016,-0.432
'[02:14:47.396 20/01/1989]',-0.000,80.581,-0.019,-0.422
'[02:14:47.400 20/01/1989]',-0.000,79.744,-0.021,-0.429
'[02:14:47.404 20/01/1989]',-0.000,78.907,-0.019,-0.426
'[02:14:47.408 20/01/1989]',-0.000,78.070,-0.018,-0.443
'[02:14:47.412 20/01/1989]',-0.000,77.233,-0.018,-0.457
'[02:14:47.416 20/01/1989]',-0.000,76.395,-0.019,-0.474
'[02:14:47.420 20/01/1989]',0.015,75.558,-0.016,-0.445
'[02:14:47.424 20/01/1989]',0.015,75.139,-0.015,-0.452
'[02:14:47.428 20/01/1989]',0.020,74.302,-0.015,-0.461
'[02:14:47.432 20/01/1989]',0.015,73.046,-0.014,-0.458
'[02:14:47.436 20/01/1989]',0.030,73.046,-0.014,-0.436
'[02:14:47.440 20/01/1989]',0.025,72.209,-0.017,-0.438
'[02:14:47.444 20/01/1989]',0.025,71.372,-0.015,-0.433
'[02:14:47.448 20/01/1989]',0.025,71.163,-0.015,-0.442
'[02:14:47.452 20/01/1989]',0.015,70.535,-0.014,-0.448
'[02:14:47.456 20/01/1989]',0.030,69.488,-0.015,-0.449
'[02:14:47.460 20/01/1989]',0.040,68.860,-0.015,-0.449
'[02:14:47.464 20/01/1989]',0.030,68.442,-0.014,-0.471
'[02:14:47.468 20/01/1989]',0.040,68.233,-0.017,-0.457
'[02:14:47.472 20/01/1989]',0.030,67.395,-0.015,-0.462
'[02:14:47.476 20/01/1989]',0.040,66.767,-0.017,-0.468
'[02:14:47.480 20/01/1989]',0.045,66.140,-0.019,-0.445
'[02:14:47.484 20/01/1989]',0.030,65.512,-0.021,-0.458
'[02:14:47.488 20/01/1989]',0.050,64.674,-0.019,-0.443
'[02:14:47.492 20/01/1989]',0.055,64.046,-0.020,-0.442
'[02:14:47.496 20/01/1989]',0.050,63.837,-0.021,-0.423
'[02:14:47.500 20/01/1989]',0.050,63.419,-0.021,-0.445
'[02:14:47.504 20/01/1989]',0.040,63.000,-0.019,-0.452
'[02:14:47.508 20/01/1989]',0.040,62.163,-0.020,-0.464
'[02:14:47.512 20/01/1989]',0.045,62.163,-0.021,-0.452
'[02:14:47.516 20/01/1989]',0.040,61.535,-0.021,-0.480
'[02:14:47.520 20/01/1989]',0.055,61.326,-0.020,-0.452
'[02:14:47.524 20/01/1989]',0.035,61.116,-0.019,-0.474
'[02:14:47.528 20/01/1989]',0.045,60.907,-0.018,-0.449
'[02:14:47.532 20/01/1989]',0.050,61.116,-0.017,-0.442
'[02:14:47.536 20/01/1989]',0.040,60.488,-0.018,-0.446
'[02:14:47.540 20/01/1989]',0.045,60.698,-0.020,-0.442
'[02:14:47.544 20/01/1989]',0.050,60.279,-0.019,-0.425
'[02:14:47.548 20/01/1989]',0.055,60.279,-0.017,-0.426
'[02:14:47.552 20/01/1989]',0.070,60.698,-0.020,-0.429
'[02:14:47.556 20/01/1989]',0.045,60.279,-0.023,-0.451
'[02:14:47.560 20/01/1989]',0.050,60.488,-0.022,-0.452
'[02:14:47.564 20/01/1989]',0.065,60.698,-0.021,-0.443
'[02:14:47.568 20/01/1989]',0.050,61.326,-0.022,-0.472
'[02:14:47.572 20/01/1989]',0.060,61.326,-0.020,-0.451
'[02:14:47.576 20/01/1989]',0.060,61.744,-0.020,-0.461
'[02:14:47.580 20/01/1989]',0.060,61.953,-0.021,-0.454
'[02:14:47.584 20/01/1989]',0.070,62.163,-0.021,-0.441
'[02:14:47.588 20/01/1989]',0.050,62.581,-0.018,-0.446
'[02:14:47.592 20/01/1989]',0.060,63.000,-0.020,-0.452
'[02:14:47.596 20/01/1989]',0.070,64.046,-0.024,-0.429
'[02:14:47.600 20/01/1989]',0.065,63.837,-0.024,-0.446
'[02:14:47.604 20/01/1989]',0.060,64.256,-0.025,-0.454
'[02:14:47.608 20/01/1989]',0.060,64.884,-0.026,-0.459
'[02:14:47.612 20/01/1989]',0.055,64.884,-0.026,-0.462
'[02:14:47.616 20/01/1989]',0.055,65.512,-0.025,-0.468
'[02:14:47.620 20/01/1989]',0.060,65.721,-0.025,-0.462
'[02:14:47.624 20/01/1989]',0.060,66.558,-0.024,-0.464
'[02:14:47.628 20/01/1989]',0.055,66.977,-0.022,-0.443
'[02:14:47.632 20/01/1989]',0.045,66.767,-0.023,-0.457
'[02:14:47.636 20/01/1989]',0.060,67.605,-0.022,-0.436
'[02:14:47.640 20/01/1989]',0.060,67.605,-0.025,-0.429
'[02:14:47.644 20/01/1989]',0.060,67.186,-0.021,-0.433
'[02:14:47.648 20/01/1989]',0.055,67.814,-0.019,-0.451
'[02:14:47.652 20/01/1989]',0.060,68.233,-0.020,-0.439
'[02:14:47.656 20/01/1989]',0.080,68.442,-0.021,-0.435
'[02:14:47.660 20/01/1989]',0.065,67.814,-0.019,-0.462
'[02:14:47.664 20/01/1989]',0.080,67.814,-0.017,-0.457
'[02:14:47.668 20/01/1989]',0.070,68.442,-0.019,-0.455
'[02:14:47.672 20/01/1989]',0.060,68.233,-0.020,-0.451
'[02:14:47.676 20/01/1989]',0.070,67.814,-0.022,-0.435
'[02:14:47.680 20/01/1989]',0.070,67.814,-0.023,-0.435
'[02:14:47.684 20/01/1989]',0.070,67.814,-0.025,-0.445
'[02:14:47.688 20/01/1989]',0.080,67.605,-0.020,-0.433
'[02:14:47.692 20/01/1989]',0.080,67.186,-0.022,-0.423
'[02:14:47.696 20/01/1989]',0.085,67.395,-0.024,-0.413
'[02:14:47.700 20/01/1989]',0.080,67.814,-0.022,-0.428
'[02:14:47.704 20/01/1989]',0.080,67.186,-0.019,-0.432
'[02:14:47.708 20/01/1989]',0.080,66.767,-0.017,-0.454
'[02:14:47.712 20/01/1989]',0.070,66.977,-0.017,-0.430
'[02:14:47.716 20/01/1989]',0.080,66.767,-0.017,-0.436
'[02:14:47.720 20/01/1989]',0.080,66.349,-0.016,-0.446
'[02:14:47.724 20/01/1989]',0.085,66.349,-0.017,-0.436
'[02:14:47.728 20/01/1989]',0.075,65.512,-0.017,-0.412
'[02:14:47.732 20/01/1989]',0.080,65.721,-0.016,-0.417
'[02:14:47.736 20/01/1989]',0.075,65.302,-0.016,-0.407
'[02:14:47.740 20/01/1989]',0.075,65.093,-0.017,-0.417
'[02:14:47.744 20/01/1989]',0.070,64.046,-0.018,-0.417
'[02:14:47.748 20/01/1989]',0.075,64.256,-0.017,-0.433
'[02:14:47.752 20/01/1989]',0.080,64.465,-0.020,-0.429
'[02:14:47.756 20/01/1989]',0.085,63.628,-0.024,-0.423
'[02:14:47.760 20/01/1989]',0.090,62.791,-0.022,-0.419
'[02:14:47.764 20/01/1989]',0.090,62.791,-0.024,-0.428
'[02:14:47.768 20/01/1989]',0.080,63.000,-0.024,-0.435
'[02:14:47.772 20/01/1989]',0.095,61.744,-0.024,-0.435
'[02:14:47.776 20/01/1989]',0.100,61.744,-0.024,-0.417
'[02:14:47.780 20/01/1989]',0.095,61.326,-0.025,-0.401
'[02:14:47.784 20/01/1989]',0.100,61.326,-0.023,-0.403
'[02:14:47.788 20/01/1989]',0.100,60.698,-0.021,-0.393
'[02:14:47.792 20/01/1989]',0.100,59.651,-0.021,-0.399
'[02:14:47.796 20/01/1989]',0.100,59.442,-0.022,-0.396
'[02:14:47.800 20/01/1989]',0.105,59.023,-0.021,-0.409
'[02:14:47.804 20/01/1989]',0.120,58.395,-0.019,-0.416
'[02:14:47.808 20/01/1989]',0.125,57.977,-0.020,-0.438
'[02:14:47.812 20/01/1989]',0.120,58.186,-0.020,-0.422
'[02:14:47.816 20/01/1989]',0.135,57.349,-0.019,-0.417
'[02:14:47.820 20/01/1989]',0.120,57.558,-0.018,-0.417
'[02:14:47.824 20/01/1989]',0.120,57.140,-0.016,-0.423
'[02:14:47.828 20/01/1989]',0.140,56.302,-0.016,-0.404
'[02:14:47.832 20/01/1989]',0.150,56.093,-0.014,-0.400
'[02:14:47.836 20/01/1989]',0.160,56.302,-0.011,-0.380
'[02:14:47.840 20/01/1989]',0.160,55.674,-0.012,-0.394
'[02:14:47.844 20/01/1989]',0.160,55.465,-0.011,-0.387
'[02:14:47.848 20/01/1989]',0.160,55.256,-0.010,-0.406
'[02:14:47.852 20/01/1989]',0.145,55.046,-0.014,-0.423
'[02:14:47.856 20/01/1989]',0.155,54.628,-0.016,-0.423
'[02:14:47.860 20/01/1989]',0.145,54.209,-0.017,-0.416
'[02:14:47.864 20/01/1989]',0.110,54.000,-0.018,-0.426
'[02:14:47.868 20/01/1989]',0.120,54.000,-0.020,-0.425
'[02:14:47.872 20/01/1989]',0.115,53.581,-0.020,-0.409
'[02:14:47.876 20/01/1989]',0.110,53.163,-0.020,-0.406
'[02:14:47.880 20/01/1989]',0.110,52.744,-0.024,-0.406
'[02:14:47.884 20/01/1989]',0.095,52.744,-0.026,-0.410
'[02:14:47.888 20/01/1989]',0.075,52.326,-0.027,-0.403
'[02:14:47.892 20/01/1989]',0.080,52.116,-0.029,-0.412
'[02:14:47.896 20/01/1989]',0.060,52.326,-0.032,-0.412
'[02:14:47.900 20/01/1989]',0.065,52.116,-0.031,-0.432
'[02:14:47.904 20/01/1989]',0.060,51.907,-0.030,-0.429
'[02:14:47.908 20/01/1989]',0.075,51.279,-0.032,-0.438
'[02:14:47.912 20/01/1989]',0.075,51.698,-0.034,-0.423
'[02:14:47.916 20/01/1989]',0.075,51.488,-0.036,-0.425
'[02:14:47.920 20/01/1989]',0.075,51.279,-0.035,-0.425
'[02:14:47.924 20/01/1989]',0.065,50.860,-0.036,-0.429
'[02:14:47.928 20/01/1989]',0.070,51.070,-0.035,-0.417
'[02:14:47.932 20/01/1989]',0.070,50.023,-0.034,-0.417
'[02:14:47.936 20/01/1989]',0.080,50.442,-0.034,-0.407
'[02:14:47.940 20/01/1989]',0.065,50.233,-0.035,-0.417
'[02:14:47.944 20/01/1989]',0.080,49.605,-0.034,-0.412
'[02:14:47.948 20/01/1989]',0.070,49.605,-0.030,-0.426
'[02:14:47.952 20/01/1989]',0.085,49.814,-0.030,-0.430
'[02:14:47.956 20/01/1989]',0.080,49.605,-0.030,-0.429
'[02:14:47.960 20/01/1989]',0.080,49.186,-0.025,-0.420
'[02:14:47.964 20/01/1989]',0.100,49.186,-0.024,-0.406
'[02:14:47.968 20/01/1989]',0.130,49.814,-0.025,-0.412
'[02:14:47.972 20/01/1989]',0.160,49.395,-0.024,-0.412
'[02:14:47.976 20/01/1989]',0.245,48.977,-0.020,-0.388
'[02:14:47.980 20/01/1989]',0.380,48.767,-0.016,-0.399
'[02:14:47.984 20/01/1989]',0.585,48.767,-0.007,-0.386
'[02:14:47.988 20/01/1989]',0.790,48.767,0.002,-0.399
'[02:14:47.992 20/01/1989]',0.920,48.558,0.005,-0.400
'[02:14:47.996 20/01/1989]',0.930,48.558,-0.004,-0.390
'[02:14:48.000 20/01/1989]',0.685,47.930,-0.014,-0.422
'[02:14:48.004 20/01/1989]',0.335,48.349,-0.025,-0.403
'[02:14:48.008 20/01/1989]',-0.065,47.930,-0.036,-0.414
'[02:14:48.012 20/01/1989]',-0.260,47.930,-0.041,-0.407
'[02:14:48.016 20/01/1989]',-0.325,48.349,-0.040,-0.407
'[02:14:48.020 20/01/1989]',-0.270,48.349,-0.037,-0.403
'[02:14:48.024 20/01/1989]',-0.150,48.140,-0.036,-0.412
'[02:14:48.028 20/01/1989]',-0.070,47.512,-0.035,-0.384
'[02:14:48.032 20/01/1989]',-0.035,47.930,-0.035,-0.404
'[02:14:48.036 20/01/1989]',-0.000,47.930,-0.034,-0.384
'[02:14:48.040 20/01/1989]',0.050,47.721,-0.035,-0.393
'[02:14:48.044 20/01/1989]',0.080,47.302,-0.033,-0.394
'[02:14:48.048 20/01/1989]',0.075,47.093,-0.029,-0.414
'[02:14:48.052 20/01/1989]',0.080,47.302,-0.030,-0.412
'[02:14:48.056 20/01/1989]',0.080,47.721,-0.033,-0.413
'[02:14:48.060 20/01/1989]',0.075,47.512,-0.031,-0.409
'[02:14:48.064 20/01/1989]',0.080,47.093,-0.032,-0.404
'[02:14:48.068 20/01/1989]',0.080,47.302,-0.035,-0.407
'[02:14:48.072 20/01/1989]',0.080,47.302,-0.034,-0.401
'[02:14:48.076 20/01/1989]',0.095,46.884,-0.032,-0.400
'[02:14:48.080 20/01/1989]',0.080,46.884,-0.030,-0.399
'[02:14:48.084 20/01/1989]',0.080,47.093,-0.030,-0.387
'[02:14:48.088 20/01/1989]',0.085,47.093,-0.027,-0.380
'[02:14:48.092 20/01/1989]',0.095,46.465,-0.028,-0.390
'[02:14:48.096 20/01/1989]',0.105,46.884,-0.030,-0.391
'[02:14:48.100 20/01/1989]',0.100,46.674,-0.028,-0.400
'[02:14:48.104 20/01/1989]',0.125,46.884,-0.026,-0.390
'[02:14:48.108 20/01/1989]',0.115,46.884,-0.025,-0.400
'[02:14:48.112 20/01/1989]',0.120,46.256,-0.024,-0.397
'[02:14:48.116 20/01/1989]',0.120,46.465,-0.024,-0.401
'[02:14:48.120 20/01/1989]',0.110,46.674,-0.023,-0.391
'[02:14:48.124 20/01/1989]',0.120,46.465,-0.022,-0.383
'[02:14:48.128 20/01/1989]',0.120,46.465,-0.021,-0.368
'[02:14:48.132 20/01/1989]',0.135,46.256,-0.019,-0.377
'[02:14:48.136 20/01/1989]',0.135,46.465,-0.017,-0.377
'[02:14:48.140 20/01/1989]',0.125,46.674,-0.019,-0.401
'[02:14:48.144 20/01/1989]',0.130,46.046,-0.018,-0.400
'[02:14:48.148 20/01/1989]',0.125,45.837,-0.017,-0.412
'[02:14:48.152 20/01/1989]',0.140,46.256,-0.021,-0.406
'[02:14:48.156 20/01/1989]',0.140,46.256,-0.024,-0.401
'[02:14:48.160 20/01/1989]',0.150,46.256,-0.021,-0.399
'[02:14:48.164 20/01/1989]',0.160,45.837,-0.020,-0.393
'[02:14:48.168 20/01/1989]',0.150,46.465,-0.021,-0.394
'[02:14:48.172 20/01/1989]',0.145,46.674,-0.019,-0.387
'[02:14:48.176 20/01/1989]',0.145,46.884,-0.018,-0.380
'[02:14:48.180 20/01/1989]',0.155,47.721,-0.018,-0.371
'[02:14:48.184 20/01/1989]',0.165,49.186,-0.017,-0.370
'[02:14:48.188 20/01/1989]',0.170,50.442,-0.015,-0.365
'[02:14:48.192 20/01/1989]',0.165,52.744,-0.016,-0.381
'[02:14:48.196 20/01/1989]',0.170,54.837,-0.017,-0.386
'[02:14:48.200 20/01/1989]',0.170,57.558,-0.017,-0.401
'[02:14:48.204 20/01/1989]',0.185,59.860,-0.017,-0.406
'[02:14:48.208 20/01/1989]',0.200,62.581,-0.017,-0.403
'[02:14:48.212 20/01/1989]',0.205,65.093,-0.019,-0.387
'[02:14:48.216 20/01/1989]',0.200,68.860,-0.019,-0.388
'[02:14:48.220 20/01/1989]',0.205,71.791,-0.021,-0.390
'[02:14:48.224 20/01/1989]',0.210,75.139,-0.022,-0.390
'[02:14:48.228 20/01/1989]',0.210,78.488,-0.022,-0.377
'[02:14:48.232 20/01/1989]',0.220,82.046,-0.023,-0.390
'[02:14:48.236 20/01/1989]',0.230,84.977,-0.022,-0.372
'[02:14:48.240 20/01/1989]',0.225,88.535,-0.022,-0.384
'[02:14:48.244 20/01/1989]',0.230,91.465,-0.019,-0.393
'[02:14:48.248 20/01/1989]',0.220,94.395,-0.017,-0.419
'[02:14:48.252 20/01/1989]',0.230,97.326,-0.017,-0.399
'[02:14:48.256 20/01/1989]',0.230,100.256,-0.020,-0.417
'[02:14:48.260 20/01/1989]',0.240,102.139,-0.017,-0.400
'[02:14:48.264 20/01/1989]',0.240,104.860,-0.015,-0.401
'[02:14:48.268 20/01/1989]',0.220,107.163,-0.014,-0.406
'[02:14:48.272 20/01/1989]',0.220,108.628,-0.014,-0.386
'[02:14:48.276 20/01/1989]',0.220,110.930,-0.013,-0.380
'[02:14:48.280 20/01/1989]',0.200,111.977,-0.014,-0.383
'[02:14:48.284 20/01/1989]',0.190,113.651,-0.014,-0.396
'[02:14:48.288 20/01/1989]',0.195,114.698,-0.012,-0.397
'[02:14:48.292 20/01/1989]',0.180,114.698,-0.012,-0.406
'[02:14:48.296 20/01/1989]',0.175,114.698,-0.014,-0.394
'[02:14:48.300 20/01/1989]',0.155,114.488,-0.015,-0.400
'[02:14:48.304 20/01/1989]',0.130,114.070,-0.014,-0.391
'[02:14:48.308 20/01/1989]',0.115,113.233,-0.016,-0.400
'[02:14:48.312 20/01/1989]',0.095,111.977,-0.017,-0.386
'[02:14:48.316 20/01/1989]',0.075,111.349,-0.017,-0.384
'[02:14:48.320 20/01/1989]',0.060,109.465,-0.017,-0.378
'[02:14:48.324 20/01/1989]',0.045,107.791,-0.019,-0.393
'[02:14:48.328 20/01/1989]',0.020,106.326,-0.020,-0.362
'[02:14:48.332 20/01/1989]',0.030,104.651,-0.023,-0.383
'[02:14:48.336 20/01/1989]',0.015,102.977,-0.025,-0.371
'[02:14:48.340 20/01/1989]',0.005,100.674,-0.026,-0.390
'[02:14:48.344 20/01/1989]',-0.000,99.000,-0.027,-0.399
'[02:14:48.348 20/01/1989]',-0.005,97.326,-0.023,-0.384
'[02:14:48.352 20/01/1989]',-0.000,95.651,-0.023,-0.393
'[02:14:48.356 20/01/1989]',-0.015,94.186,-0.024,-0.391
'[02:14:48.360 20/01/1989]',-0.015,91.884,-0.022,-0.381
'[02:14:48.364 20/01/1989]',-0.010,90.837,-0.020,-0.387
'[02:14:48.368 20/01/1989]',-0.005,89.372,-0.022,-0.365
'[02:14:48.372 20/01/1989]',-0.000,87.907,-0.021,-0.371
'[02:14:48.376 20/01/1989]',-0.000,86.233,-0.020,-0.365
'[02:14:48.380 20/01/1989]',-0.005,84.767,-0.020,-0.351
'[02:14:48.384 20/01/1989]',-0.000,83.930,-0.019,-0.371
'[02:14:48.388 20/01/1989]',-0.010,83.093,-0.016,-0.362
'[02:14:48.392 20/01/1989]',-0.000,81.628,-0.016,-0.384
'[02:14:48.396 20/01/1989]',-0.000,80.581,-0.017,-0.378
'[02:14:48.400 20/01/1989]',-0.000,78.907,-0.015,-0.390
'[02:14:48.404 20/01/1989]',-0.000,78.279,-0.012,-0.374
'[02:14:48.408 20/01/1989]',0.020,77.651,-0.011,-0.393
'[02:14:48.412 20/01/1989]',0.015,76.814,-0.012,-0.365
'[02:14:48.416 20/01/1989]',0.020,75.977,-0.014,-0.380
'[02:14:48.420 20/01/1989]',0.005,74.930,-0.016,-0.357
'[02:14:48.424 20/01/1989]',0.015,74.302,-0.020,-0.372
'[02:14:48.428 20/01/1989]',0.005,74.302,-0.025,-0.352
'[02:14:48.432 20/01/1989]',0.015,73.046,-0.028,-0.370
'[02:14:48.436 20/01/1989]',0.030,73.046,-0.030,-0.365
'[02:14:48.440 20/01/1989]',0.020,72.209,-0.032,-0.388
'[02:14:48.444 20/01/1989]',0.020,71.372,-0.034,-0.367
'[02:14:48.448 20/01/1989]',0.025,70.953,-0.032,-0.399
'[02:14:48.452 20/01/1989]',0.030,70.535,-0.034,-0.383
'[02:14:48.456 20/01/1989]',0.035,69.698,-0.035,-0.372
'[02:14:48.460 20/01/1989]',0.035,68.860,-0.035,-0.383
'[02:14:48.464 20/01/1989]',0.025,68.233,-0.035,-0.357
'[02:14:48.468 20/01/1989]',0.050,68.233,-0.036,-0.372
'[02:14:48.472 20/01/1989]',0.040,67.186,-0.037,-0.345
'[02:14:48.476 20/01/1989]',0.035,66.349,-0.035,-0.361
'[02:14:48.480 20/01/1989]',0.025,66.349,-0.036,-0.348
'[02:14:48.484 20/01/1989]',0.045,65.512,-0.037,-0.358
'[02:14:48.488 20/01/1989]',0.045,65.093,-0.034,-0.359
'[02:14:48.492 20/01/1989]',0.040,64.046,-0.034,-0.370
'[02:14:48.496 20/01/1989]',0.050,63.419,-0.036,-0.375
'[02:14:48.500 20/01/1989]',0.040,63.837,-0.035,-0.380
'[02:14:48.504 20/01/1989]',0.035,63.419,-0.033,-0.355
'[02:14:48.508 20/01/1989]',0.055,62.372,-0.033,-0.364
'[02:14:48.512 20/01/1989]',0.045,62.163,-0.033,-0.351
'[02:14:48.516 20/01/1989]',0.040,61.535,-0.034,-0.345
'[02:14:48.520 20/01/1989]',0.045,61.535,-0.034,-0.346
'[02:14:48.524 20/01/1989]',0.040,61.326,-0.032,-0.345
'[02:14:48.528 20/01/1989]',0.030,61.326,-0.033,-0.330
'[02:14:48.532 20/01/1989]',0.040,61.116,-0.031,-0.349
'[02:14:48.536 20/01/1989]',0.050,61.326,-0.032,-0.349
'[02:14:48.540 20/01/1989]',0.040,61.116,-0.033,-0.365
'[02:14:48.544 20/01/1989]',0.040,60.698,-0.032,-0.370
'[02:14:48.548 20/01/1989]',0.040,60.907,-0.030,-0.375
'[02:14:48.552 20/01/1989]',0.060,61.326,-0.030,-0.365
'[02:14:48.556 20/01/1989]',0.045,61.535,-0.033,-0.374
'[02:14:48.560 20/01/1989]',0.055,61.326,-0.030,-0.349
'[02:14:48.564 20/01/1989]',0.045,61.744,-0.026,-0.365
'[02:14:48.568 20/01/1989]',0.045,62.372,-0.027,-0.352
'[02:14:48.572 20/01/1989]',0.045,62.163,-0.023,-0.354
'[02:14:48.576 20/01/1989]',0.060,62.372,-0.022,-0.354
'[02:14:48.580 20/01/1989]',0.050,62.791,-0.023,-0.348
'[02:14:48.584 20/01/1989]',0.050,62.791,-0.024,-0.371
'[02:14:48.588 20/01/1989]',0.050,63.628,-0.022,-0.346
'[02:14:48.592 20/01/1989]',0.045,63.837,-0.022,-0.378
'[02:14:48.596 20/01/1989]',0.050,63.837,-0.022,-0.355
'[02:14:48.600 20/01/1989]',0.055,64.465,-0.019,-0.375
'[02:14:48.604 20/01/1989]',0.050,64.674,-0.017,-0.349
'[02:14:48.608 20/01/1989]',0.065,64.674,-0.015,-0.371
'[02:14:48.612 20/01/1989]',0.055,65.512,-0.015,-0.336
'[02:14:48.616 20/01/1989]',0.065,65.302,-0.015,-0.354
'[02:14:48.620 20/01/1989]',0.060,66.558,-0.016,-0.341
'[02:14:48.624 20/01/1989]',0.055,66.140,-0.016,-0.335
'[02:14:48.628 20/01/1989]',0.060,66.977,-0.018,-0.342
'[02:14:48.632 20/01/1989]',0.060,67.186,-0.019,-0.354
'[02:14:48.636 20/01/1989]',0.060,67.395,-0.019,-0.338
'[02:14:48.640 20/01/1989]',0.070,67.186,-0.023,-0.368
'[02:14:48.644 20/01/1989]',0.060,67.605,-0.023,-0.349
'[02:14:48.648 20/01/1989]',0.065,68.023,-0.022,-0.364
'[02:14:48.652 20/01/1989]',0.060,67.814,-0.023,-0.345
'[02:14:48.656 20/01/1989]',0.070,68.023,-0.024,-0.355
'[02:14:48.660 20/01/1989]',0.075,67.605,-0.017,-0.329
'[02:14:48.664 20/01/1989]',0.065,68.233,-0.014,-0.328
'[02:14:48.668 20/01/1989]',0.080,68.442,-0.012,-0.335
'[02:14:48.672 20/01/1989]',0.070,68.233,-0.009,-0.333
'[02:14:48.676 20/01/1989]',0.080,68.233,-0.008,-0.325
'[02:14:48.680 20/01/1989]',0.065,68.860,-0.011,-0.325
'[02:14:48.684 20/01/1989]',0.080,68.233,-0.009,-0.343
'[02:14:48.688 20/01/1989]',0.060,68.023,-0.008,-0.336
'[02:14:48.692 20/01/1989]',0.070,67.814,-0.008,-0.335
'[02:14:48.696 20/01/1989]',0.080,68.023,-0.009,-0.341
'[02:14:48.700 20/01/1989]',0.080,68.023,-0.008,-0.342
'[02:14:48.704 20/01/1989]',0.080,67.395,-0.007,-0.325
'[02:14:48.708 20/01/1989]',0.080,66.977,-0.007,-0.326
'[02:14:48.712 20/01/1989]',0.085,66.767,-0.009,-0.317
'[02:14:48.716 20/01/1989]',0.095,66.767,-0.009,-0.313
'[02:14:48.720 20/01/1989]',0.085,66.349,-0.008,-0.303
'[02:14:48.724 20/01/1989]',0.080,65.930,-0.009,-0.307
'[02:14:48.728 20/01/1989]',0.080,65.512,-0.007,-0.299
'[02:14:48.732 20/01/1989]',0.085,65.721,-0.008,-0.309
'[02:14:48.736 20/01/1989]',0.080,65.093,-0.008,-0.299
'[02:14:48.740 20/01/1989]',0.100,64.884,-0.013,-0.312
'[02:14:48.744 20/01/1989]',0.095,64.046,-0.013,-0.319
'[02:14:48.748 20/01/1989]',0.090,63.837,-0.012,-0.330
'[02:14:48.752 20/01/1989]',0.085,63.837,-0.014,-0.312
'[02:14:48.756 20/01/1989]',0.100,63.628,-0.016,-0.300
